"Original","Submitted","Accepted_name","Selected_family","Selected_order","Selected_class","Synonyms"
"elaphurus davidianus","Elaphurus davidianus","Elaphurus davidianus","Cervidae","Artiodactyla","Mammalia",NA
"eudorcas thomsonii","Eudorcas thomsonii","Eudorcas thomsonii","Bovidae","Artiodactyla","Mammalia","Gazella thomsonii"
"gazella spekei","Gazella spekei","Gazella spekei","Bovidae","Artiodactyla","Mammalia",NA
"gazella subgutturosa","Gazella subgutturosa","Gazella subgutturosa","Bovidae","Artiodactyla","Mammalia",NA
"giraffa camelopardalis","Giraffa camelopardalis","Giraffa camelopardalis","Giraffidae","Artiodactyla","Mammalia",NA
"hemitragus jemlahicus","Hemitragus jemlahicus","Hemitragus jemlahicus","Bovidae","Artiodactyla","Mammalia",NA
"hippopotamus amphibius","Hippopotamus amphibius","Hippopotamus amphibius","Hippopotamidae","Artiodactyla","Mammalia",NA
"hippotragus equinus","Hippotragus equinus","Hippotragus equinus","Bovidae","Artiodactyla","Mammalia",NA
"tilapia guineensis","Tilapia guineensis","Tilapia guineensis","Cichlidae","Cichliformes","Actinopteri",NA
"trachyrincus scabrus","Trachyrincus scabrus","Trachyrincus scabrus","Macrouridae","Gadiformes","Actinopterygii","Trachyrhynchus trachyrhynchus"
"hippotragus niger","Hippotragus niger","Hippotragus niger","Bovidae","Artiodactyla","Mammalia",NA
"hydropotes inermis","Hydropotes inermis","Hydropotes inermis","Cervidae","Artiodactyla","Mammalia",NA
"kobus ellipsiprymnus","Kobus ellipsiprymnus","Kobus ellipsiprymnus","Bovidae","Artiodactyla","Mammalia",NA
"kobus kob","Kobus kob","Kobus kob","Bovidae","Artiodactyla","Mammalia",NA
"kobus leche","Kobus leche","Kobus leche","Bovidae","Artiodactyla","Mammalia",NA
"lama glama","Lama glama","Lama glama","Camelidae","Artiodactyla","Mammalia",NA
"lama guanicoe","Lama guanicoe","Lama glama guanicoe","Camelidae","Artiodactyla","Mammalia","Lama guanicoe"
"lama pacos","Lama pacos","Vicugna pacos","Camelidae","Artiodactyla","Mammalia","Lama pacos"
"madoqua kirkii","Madoqua kirkii","Madoqua kirkii","Bovidae","Artiodactyla","Mammalia",NA
"madoqua saltiana","Madoqua saltiana","Madoqua saltiana","Bovidae","Artiodactyla","Mammalia",NA
"trisopterus luscus","Trisopterus luscus","Trisopterus luscus","Gadidae","Gadiformes","Actinopterygii",NA
"mazama gouazoubira","Mazama gouazoubira","Mazama gouazoubira","Cervidae","Artiodactyla","Mammalia","Mazama gouazoupira"
"mazama gouazoupira","Mazama gouazoupira","Mazama gouazoubira","Cervidae","Artiodactyla","Mammalia","Mazama gouazoupira"
"mazama nana","Mazama nana","Mazama nana","Cervidae","Artiodactyla","Mammalia",NA
"moschus berezovskii","Moschus berezovskii","Moschus berezovskii","Moschidae","Artiodactyla","Mammalia",NA
"muntiacus muntjak","Muntiacus muntjak","Muntiacus muntjak","Cervidae","Artiodactyla","Mammalia",NA
"muntiacus reevesi","Muntiacus reevesi","Muntiacus reevesi","Cervidae","Artiodactyla","Mammalia",NA
"naemorhedus goral","Naemorhedus goral","Naemorhedus goral","Bovidae","Artiodactyla","Mammalia",NA
"nanger granti","Nanger granti","Nanger granti","Bovidae","Artiodactyla","Mammalia","Gazella granti"
"nanger soemmerringii","Nanger soemmerringii","Nanger soemmerringii","Bovidae","Artiodactyla","Mammalia","Gazella soemmerringii"
"neotragus moschatus","Neotragus moschatus","Neotragus moschatus","Bovidae","Artiodactyla","Mammalia",NA
"trisopterus minutus","Trisopterus minutus","Trisopterus minutus","Gadidae","Gadiformes","Actinopterygii",NA
"odocoileus hemionus","Odocoileus hemionus","Odocoileus hemionus","Cervidae","Artiodactyla","Mammalia",NA
"odocoileus virginianus","Odocoileus virginianus","Odocoileus virginianus","Cervidae","Artiodactyla","Mammalia","Dama virginianus"
"odocoileus virginianus","Odocoileus virginianus","Odocoileus virginianus","Cervidae","Artiodactyla","Mammalia","Dama virginiana"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus columbiae"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus columbianus"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus dorsatus"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus kennedyi"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus lanigera"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus missoulae"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus montanus"
"oreamnos americanus","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla","Mammalia","Oreamnos americanus sericeus"
"oreotragus oreotragus","Oreotragus oreotragus","Oreotragus oreotragus","Bovidae","Artiodactyla","Mammalia",NA
"oryx gazella","Oryx gazella","Oryx gazella","Bovidae","Artiodactyla","Mammalia",NA
"oryx leucoryx","Oryx leucoryx","Oryx leucoryx","Bovidae","Artiodactyla","Mammalia","Oryx leucorix"
"ourebia ourebi","Ourebia ourebi","Ourebia ourebi","Bovidae","Artiodactyla","Mammalia",NA
"ovibos moschatus","Ovibos moschatus","Ovibos moschatus","Bovidae","Artiodactyla","Mammalia",NA
"ovis ammon","Ovis ammon","Ovis ammon","Bovidae","Artiodactyla","Mammalia",NA
"ovis aries","Ovis aries","Ovis aries","Bovidae","Artiodactyla","Mammalia",NA
"ventrifossa garmani","Ventrifossa garmani","Ventrifossa garmani","Macrouridae","Gadiformes","Actinopterygii",NA
"ovis canadensis","Ovis canadensis","Ovis canadensis","Bovidae","Artiodactyla","Mammalia",NA
"ovis dalli","Ovis dalli","Ovis dalli","Bovidae","Artiodactyla","Mammalia",NA
"ovis orientalis","Ovis orientalis","Ovis aries orientalis","Bovidae","Artiodactyla","Mammalia","Ovis orientalis"
"ovis orientalis","Ovis orientalis","Ovis aries orientalis","Bovidae","Artiodactyla","Mammalia","Ovis orientalis typica"
"ozotoceros bezoarticus","Ozotoceros bezoarticus","Ozotoceros bezoarticus","Cervidae","Artiodactyla","Mammalia",NA
"pecari tajacu","Pecari tajacu","Pecari tajacu","Tayassuidae","Artiodactyla","Mammalia","Tayassu tajacu"
"pelea capreolus","Pelea capreolus","Pelea capreolus","Bovidae","Artiodactyla","Mammalia",NA
"phacochoerus aethiopicus","Phacochoerus aethiopicus","Phacochoerus aethiopicus","Suidae","Artiodactyla","Mammalia",NA
"phacochoerus africanus","Phacochoerus africanus","Phacochoerus africanus","Suidae","Artiodactyla","Mammalia",NA
"philantomba monticola","Philantomba monticola","Philantomba monticola","Bovidae","Artiodactyla","Mammalia","Cephalophus monticola"
"potamochoerus porcus","Potamochoerus porcus","Potamochoerus porcus","Suidae","Artiodactyla","Mammalia",NA
"ventrifossa longibarbata","Ventrifossa longibarbata","Ventrifossa longibarbata","Macrouridae","Gadiformes","Actinopterygii","Ventrifossa longebarbata"
"procapra gutturosa","Procapra gutturosa","Procapra gutturosa","Bovidae","Artiodactyla","Mammalia",NA
"pseudois nayaur","Pseudois nayaur","Pseudois nayaur","Bovidae","Artiodactyla","Mammalia",NA
"pudu puda","Pudu puda","Pudu puda","Cervidae","Artiodactyla","Mammalia","Ovis pudu"
"pudu puda","Pudu puda","Pudu puda","Cervidae","Artiodactyla","Mammalia","Pudu pudu"
"rangifer tarandus","Rangifer tarandus","Rangifer tarandus","Cervidae","Artiodactyla","Mammalia",NA
"raphicerus campestris","Raphicerus campestris","Raphicerus campestris","Bovidae","Artiodactyla","Mammalia",NA
"raphicerus melanotis","Raphicerus melanotis","Raphicerus melanotis","Bovidae","Artiodactyla","Mammalia",NA
"redunca arundinum","Redunca arundinum","Redunca arundinum","Bovidae","Artiodactyla","Mammalia",NA
"redunca fulvorufula","Redunca fulvorufula","Redunca fulvorufula","Bovidae","Artiodactyla","Mammalia",NA
"redunca redunca","Redunca redunca","Redunca redunca","Bovidae","Artiodactyla","Mammalia",NA
"rucervus duvaucelii","Rucervus duvaucelii","Rucervus duvaucelii","Cervidae","Artiodactyla","Mammalia","Cervus duvaucelii"
"rucervus duvaucelii","Rucervus duvaucelii","Rucervus duvaucelii","Cervidae","Artiodactyla","Mammalia","Cervus eldi"
"ventrifossa rhipidodorsalis","Ventrifossa rhipidodorsalis","Ventrifossa rhipidodorsalis","Macrouridae","Gadiformes","Actinopterygii",NA
"rupicapra pyrenaica","Rupicapra pyrenaica","Rupicapra pyrenaica","Bovidae","Artiodactyla","Mammalia",NA
"rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Bovidae","Artiodactyla","Mammalia",NA
"rusa timorensis","Rusa timorensis","Rusa timorensis","Cervidae","Artiodactyla","Mammalia","Cervus timorensis"
"rusa unicolor","Rusa unicolor","Rusa unicolor","Cervidae","Artiodactyla","Mammalia","Cervus unicolor"
"saiga tatarica","Saiga tatarica","Saiga tatarica","Bovidae","Artiodactyla","Mammalia",NA
"sus barbatus","Sus barbatus","Sus barbatus","Suidae","Artiodactyla","Mammalia",NA
"sus celebensis","Sus celebensis","Sus celebensis","Suidae","Artiodactyla","Mammalia",NA
"sus scrofa","Sus scrofa","Sus scrofa","Suidae","Artiodactyla","Mammalia","Sus domesticus"
"sus scrofa domesticus","Sus scrofa","Sus scrofa","Suidae","Artiodactyla","Mammalia","Sus domesticus"
"sus scrofa leucomystax","Sus scrofa","Sus scrofa","Suidae","Artiodactyla","Mammalia","Sus domesticus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus argyropomus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus biaculeatus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus bispinosus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus brachycentrus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus cataphractus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus cuvieri"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus gymnurus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus leiurus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus niger"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus noveboracensis"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus obolarius"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus ponticus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus semiarmatus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus semiloricatus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus spinulosus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus teraculeatus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus tetracanthus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus trachurus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Leiurus aculeatus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus aculeatus aculeatus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus aculeatus williamsoni"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus islandicus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus aculeatus microcephalus"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus aculeatus santaeannae"
"gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus aculeatus santaannae"
"sus scrofa scrofa","Sus scrofa","Sus scrofa","Suidae","Artiodactyla","Mammalia","Sus domesticus"
"sus verrucosus","Sus verrucosus","Sus verrucosus","Suidae","Artiodactyla","Mammalia",NA
"sylvicapra grimmia","Sylvicapra grimmia","Sylvicapra grimmia","Bovidae","Artiodactyla","Mammalia",NA
"syncerus caffer","Syncerus caffer","Syncerus caffer","Bovidae","Artiodactyla","Mammalia",NA
"taurotragus oryx","Taurotragus oryx","Taurotragus oryx","Bovidae","Artiodactyla","Mammalia",NA
"tayassu pecari","Tayassu pecari","Tayassu pecari","Tayassuidae","Artiodactyla","Mammalia",NA
"tragelaphus angasii","Tragelaphus angasii","Tragelaphus angasii","Bovidae","Artiodactyla","Mammalia",NA
"tragelaphus eurycerus","Tragelaphus eurycerus","Tragelaphus eurycerus","Bovidae","Artiodactyla","Mammalia",NA
"tragelaphus imberbis","Tragelaphus imberbis","Tragelaphus imberbis","Bovidae","Artiodactyla","Mammalia",NA
"tragelaphus oryx","Tragelaphus oryx","Tragelaphus oryx","Bovidae","Artiodactyla","Mammalia",NA
"pungitius pungitius","Pungitius pungitius","Pungitius pungitius","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterostea pungitius"
"pungitius pungitius","Pungitius pungitius","Pungitius pungitius","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus occidentalis"
"pungitius pungitius","Pungitius pungitius","Pungitius pungitius","Gasterosteidae","Gasterosteiformes","Actinopterygii","Gasterosteus pungitius"
"pungitius pungitius","Pungitius pungitius","Pungitius pungitius","Gasterosteidae","Gasterosteiformes","Actinopterygii","Pygosteus occidentalis"
"pungitius pungitius","Pungitius pungitius","Pungitius pungitius","Gasterosteidae","Gasterosteiformes","Actinopterygii","Pygosteus pungitius"
"pungitius pungitius","Pungitius pungitius","Pungitius pungitius","Gasterosteidae","Gasterosteiformes","Actinopterygii","Pungitius pungitius pungitius"
"pungitius pungitius","Pungitius pungitius","Pungitius pungitius","Gasterosteidae","Gasterosteiformes","Actinopterygii","Pungitius pungitius occidentalis"
"tragelaphus scriptus","Tragelaphus scriptus","Tragelaphus scriptus","Bovidae","Artiodactyla","Mammalia",NA
"tragelaphus spekii","Tragelaphus spekii","Tragelaphus spekii","Bovidae","Artiodactyla","Mammalia",NA
"tragelaphus strepsiceros","Tragelaphus strepsiceros","Tragelaphus strepsiceros","Bovidae","Artiodactyla","Mammalia",NA
"tragulus javanicus","Tragulus javanicus","Tragulus javanicus","Tragulidae","Artiodactyla","Mammalia",NA
"vicugna vicugna","Vicugna vicugna","Vicugna vicugna","Camelidae","Artiodactyla","Mammalia",NA
"acinonyx jubatus","Acinonyx jubatus","Acinonyx jubatus","Felidae","Carnivora","Mammalia",NA
"ailuropoda melanoleuca","Ailuropoda melanoleuca","Ailuropoda melanoleuca","Ursidae","Carnivora","Mammalia","Ursus melanoleucus"
"ailurus fulgens","Ailurus fulgens","Ailurus fulgens","Ailuridae","Carnivora","Mammalia",NA
"alopex lagopus","Alopex lagopus","Vulpes lagopus","Canidae","Carnivora","Mammalia","Alopex lagopus"
"alopex lagopus","Alopex lagopus","Vulpes lagopus","Canidae","Carnivora","Mammalia","Canis lagopus"
"arctocephalus australis","Arctocephalus australis","Arctocephalus australis","Otariidae","Carnivora","Mammalia","Arctocephalus australis australis"
"arctocephalus australis","Arctocephalus australis","Arctocephalus australis","Otariidae","Carnivora","Mammalia","Arctocephalus australis gracilis"
"pungitius sinensis","Pungitius sinensis","Pungitius sinensis","Gasterosteidae","Gasterosteiformes","Actinopterygii","Pungitius pungitius sinensis"
"arctocephalus forsteri","Arctocephalus forsteri","Arctocephalus forsteri","Otariidae","Carnivora","Mammalia",NA
"arctocephalus galapagoensis","Arctocephalus galapagoensis","Arctocephalus galapagoensis","Otariidae","Carnivora","Mammalia",NA
"arctocephalus gazella","Arctocephalus gazella","Arctocephalus gazella","Otariidae","Carnivora","Mammalia",NA
"arctocephalus philippii","Arctocephalus philippii","Arctocephalus philippii","Otariidae","Carnivora","Mammalia",NA
"arctocephalus pusillus","Arctocephalus pusillus","Arctocephalus pusillus","Otariidae","Carnivora","Mammalia",NA
"arctocephalus tropicalis","Arctocephalus tropicalis","Arctocephalus tropicalis","Otariidae","Carnivora","Mammalia",NA
"atilax paludinosus","Atilax paludinosus","Atilax paludinosus","Herpestidae","Carnivora","Mammalia",NA
"bassaricyon gabbii","Bassaricyon gabbii","Bassaricyon gabbii","Procyonidae","Carnivora","Mammalia","Bassaricyon lasius"
"bassaricyon gabbii","Bassaricyon gabbii","Bassaricyon gabbii","Procyonidae","Carnivora","Mammalia","Bassaricyon pauli"
"bassaricyon gabbii","Bassaricyon gabbii","Bassaricyon gabbii","Procyonidae","Carnivora","Mammalia","Bassaricyon richardsoni"
"bassariscus astutus","Bassariscus astutus","Bassariscus astutus","Procyonidae","Carnivora","Mammalia",NA
