Host,HostClass,HostOrder,HostFamily,Virus,VirusClass,VirusOrder,VirusFamily,VirusGenus,Year,YearType,Database,DatabaseVersion,DetectionMethod,Detection_NotSpecified,Detection_Serology,Detection_Genetic,Detection_Isolation,Host_Original,Virus_Original,DetectionMethod_Original,Host_NCBIResolved,Virus_NCBIResolved,HostSynonyms
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Great Island virus,Resentoviricetes,Reovirales,Reoviridae,Orbivirus,1998,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Eumetopias jubatus,Great island,Antibodies,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Mamastrovirus 1,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,2010,Author,GMPD2,Stephens et al. 2017 Ecology,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Eumetopias jubatus,Mamastrovirus 1,PCR,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Mamastrovirus 11,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,2009,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Eumetopias jubatus,Mamastrovirus 11,Isolation,TRUE,TRUE,"phoca jubata, otaria stellerii"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Phocid alphaherpesvirus 1,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,2005,Author,GMPD2,Stephens et al. 2017 Ecology,Antibodies,FALSE,TRUE,FALSE,FALSE,Eumetopias jubatus,Phocid alphaherpes virus 1,Serology,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Phocid alphaherpesvirus 1,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,1997,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Eumetopias jubatus,Phocid alphaherpesvirus 1,Antibodies,TRUE,TRUE,"phoca jubata, otaria stellerii"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Phocid gammaherpesvirus 2,Herviviricetes,Herpesvirales,Herpesviridae,,1997,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Eumetopias jubatus,Phocid gammaherpesvirus 2,Antibodies,TRUE,TRUE,"phoca jubata, otaria stellerii"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Phocine morbillivirus,Monjiviricetes,Mononegavirales,Paramyxoviridae,Morbillivirus,2014,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Eumetopias jubatus,Phocine distemper,Antibodies,TRUE,TRUE,"phoca jubata, otaria stellerii"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,1987,Author,GMPD2,Stephens et al. 2017 Ecology,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Eumetopias jubatus,Vesicular exanthema of swine,DirectBlood,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,1998,Author,GMPD2,Stephens et al. 2017 Ecology,Antibodies,FALSE,TRUE,FALSE,FALSE,Eumetopias jubatus,Vesicular exanthema of swine,Serology,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,2008,Author,GMPD2,Stephens et al. 2017 Ecology,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Eumetopias jubatus,Vesicular exanthema of swine,PCR,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,1987,Author,GMPD2,Stephens et al. 2017 Ecology,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Eumetopias jubatus,Vesicular exanthema of swine,DirectOther,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,1998,Author,HP3,Olival et al. 2017 Nature,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Eumetopias jubatus,Vesicular exanthema of swine,Isolation,TRUE,TRUE,"phoca jubata, otaria stellerii, arctocephalus monteriensis"
Eumetopias jubatus,Mammalia,Carnivora,Otariidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,1998,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Eumetopias jubatus,Vesicular exanthema of swine,Isolation,TRUE,TRUE,"phoca jubata, otaria stellerii"
Failed,Mammalia,Carnivora,Canidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2010,NA,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Lycalopex gymnocercus,Alphacoronavirus 1,Antibodies,TRUE,TRUE,failed
Felis catus,Mammalia,Carnivora,Felidae,Aichivirus A,Pisoniviricetes,Picornavirales,Picornaviridae,Kobuvirus,2013,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Aichivirus a,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1976,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1979,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1977,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1991,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1986,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1988,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1981,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1982,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1995,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1993,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1996,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1997,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1998,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1999,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2001,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2002,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2005,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1992,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1994,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2000,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2004,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2007,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2008,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2009,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2010,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,2011,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1990,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1989,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1987,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1980,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1983,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Alphacoronavirus 1,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Alphacoronavirus 1,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Alphacoronavirus 1,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Alphacoronavirus 1,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Alphacoronavirus 1,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Alphacoronavirus 1,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Alphacoronavirus 1,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,1997,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Felis catus,Alphacoronavirus 1,Isolation,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Barmah Forest virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2007,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Felis catus,Barmah forest,Antibodies,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Barmah Forest virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2004,Author,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Felis catus,Barmah forest,Antibodies,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Bluetongue virus,Resentoviricetes,Reovirales,Reoviridae,Orbivirus,2012,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Felis catus,Bluetongue,Antibodies,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2008,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Felis catus,Borna disease,Antibodies,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,1995,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,1996,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,1997,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,1998,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,1999,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2000,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2001,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2002,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2003,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2005,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2008,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,2011,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Borna disease,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Borna disease,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Mammalian 1 orthobornavirus ,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,1993,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Felis catus,Mammalian 1 bornavirus,Antibodies,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Bovine gammaherpesvirus 4,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,1977,Author,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Felis catus,Bovine gammaherpesvirus 4,Isolation,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Cardiovirus A,Pisoniviricetes,Picornavirales,Picornaviridae,Cardiovirus,1992,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Felis catus,Cardiovirus a,Antibodies,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Carnivore bocaparvovirus 3,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,2012,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Felis catus,Carnivore bocaparvovirus 3,PCR,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Carnivore protoparvovirus 1,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,1957,Author,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Felis catus,Carnivore protoparvovirus 1,Isolation,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Cowpox virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1987,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Cowpox,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Cowpox virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1985,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Cowpox,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Cowpox virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1995,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Cowpox,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Cowpox virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1996,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Cowpox,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Cowpox virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1997,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Cowpox,CargoCarrier,TRUE,TRUE,
Felis catus,Mammalia,Carnivora,Felidae,Cowpox virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1999,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Felis catus,Cowpox,CargoCarrier,TRUE,TRUE,
