"X","Type","Phylum","Class","Order","Family","Genus","Species","Human","Zoonotic","Domestic","Wildlife","HostGroup","HostOrder","HostFamily","HostSpecies","HostName","Association","Method","Reference","PMID","Additional","Synonym","Disease","Taylor","Emerging","Emerging.Source","VectorBorne","GramStain","Motility","Spore","Oxygen","Cell","Infection","Abbreviation","Strain","Genome","Gsize","ProteinCount","PercentGC","HostSpeciesPHB","HostSpecies.new","N.genomes","Genome.size","Genome.GC","Genome.genes","Pathogen_Original","Pathogen_Harmonised","YearRef","YearPubMed","Year","YearType","Host_Original","Host_Harmonised","HostSynonyms","HostClass"
5849,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Litocranius walleri","Gerenuk","Pathogenic","Antibodies","Meteyer et al., 1989",2716112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Bovine malignant catarrhal fever; Wildebeest-associated malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Litocraniuswalleri","Litocranius walleri",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",1989,1989,1989,"PubMed publication","litocranius walleri","litocranius walleri","na","Mammalia"
5850,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Oryx dammah","Scimitar-horned oryx","Apathogenic","Isolation","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Oryxdammah","Oryx dammah",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","oryx dammah","oryx dammah","na","Mammalia"
5851,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Oryx gazella","Gemsbok","Apathogenic","PCR","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Oryxgazella","Oryx gazella",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","oryx gazella","oryx gazella","na","Mammalia"
5852,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovibos moschatus","Muskox","Apathogenic","PCR","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Ovibosmoschatus","Ovibos moschatus",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","ovibos moschatus","ovibos moschatus","na","Mammalia"
5853,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries musimon","Mouflon","Apathogenic","PCR","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Ovisariesmusimon","Ovis aries musimon",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","ovis aries musimon","ovis aries","na","Mammalia"
5854,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Tragelaphus spekii","Sitatunga","Pathogenic","PCR","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Bovine malignant catarrhal fever; Wildebeest-associated malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Tragelaphusspekii","Tragelaphus spekii",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","tragelaphus spekii","tragelaphus spekii","na","Mammalia"
5855,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Tragelaphus strepsiceros","Greater kudu","Pathogenic","PCR","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Bovine malignant catarrhal fever; Wildebeest-associated malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Tragelaphusstrepsiceros","Tragelaphus strepsiceros",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","tragelaphus strepsiceros","tragelaphus strepsiceros","na","Mammalia"
5856,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos javanicus","Banteng","Pathogenic","Histopathology","Hatkin, 1980",7411750,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Bovine malignant catarrhal fever; Wildebeest-associated malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Bosjavanicus","Bos javanicus",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",1980,1980,1980,"PubMed publication","bos javanicus","bos javanicus","bos banteng","Mammalia"
5857,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Cephalophus rufilatus","Red-flanked duiker","Pathogenic","Antibodies","Meteyer et al., 1989",2716112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Bovine malignant catarrhal fever; Wildebeest-associated malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Cephalophusrufilatus","Cephalophus rufilatus",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",1989,1989,1989,"PubMed publication","cephalophus rufilatus","cephalophus rufilatus","na","Mammalia"
5858,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Kobus megaceros","Nile lechwe","Apathogenic","PCR","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Kobusmegaceros","Kobus megaceros",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","kobus megaceros","kobus megaceros","na","Mammalia"
5859,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Cervidae","Cervus nippon","Sika deer","Pathogenic","Histopathology","Sanford et al., 1977",557117,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Cervusnippon","Cervus nippon",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",1977,1977,1977,"PubMed publication","cervus nippon","cervus nippon","na","Mammalia"
5860,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Cervidae","Hydropotes inermis","Chinese water deer","Pathogenic","Antibodies","Meteyer et al., 1989",2716112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Hydropotesinermis","Hydropotes inermis",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",1989,1989,1989,"PubMed publication","hydropotes inermis","hydropotes inermis","na","Mammalia"
5861,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Cervidae","Axis porcinus","Hog deer","Pathogenic","PCR","Flach et al., 2002",12208112,"Malignant Catarrhal Fever in Wild Ruminants","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Axisporcinus","Axis porcinus",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","axis porcinus","axis porcinus","na","Mammalia"
5862,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Cervidae","Elaphurus davidianus","Pere David's deer","Pathogenic","Antibodies","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Elaphurusdavidianus","Elaphurus davidianus",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","elaphurus davidianus","elaphurus davidianus","na","Mammalia"
5863,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Cervidae","Rucervus duvaucelii","Barasingha","Pathogenic","PCR","Flach et al., 2002",12208112,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Rucervusduvaucelii","Rucervus duvaucelii",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2002,2002,2002,"PubMed publication","rucervus duvaucelii","rucervus duvaucelii","cervus duvaucelii, cervus eldi","Mammalia"
5864,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","Yes","Ungulates","Artiodactyla","Bovidae","Connochaetes taurinus","Blue wildebeest","Apathogenic","Isolation","Plowright et al. 1960",2716112,"http://www.sciencedirect.com/science/article/pii/0378113581900213; 13736396","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Connochaetestaurinus","Connochaetes taurinus",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",1960,1989,1960,"Publication date from source database (earliest)","connochaetes taurinus","connochaetes taurinus","na","Mammalia"
5865,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 1","No","No","Yes","Yes","Ungulates","Artiodactyla","Bovidae","Syncerus caffer","African buffalo","Pathogenic","PCR","Pfitzer et al., 2015",23957274,"","AIHV-1; Malignant catarrhal fever virus; Bovine herpesvirus 3, etc.","Bovine malignant catarrhal fever; Wildebeest-associated malignant catarrhal fever","No","Yes","PMID: 23957274","No",NA,NA,NA,NA,NA,NA,"AlHV-1","","dsDNA","0.130608","71","46.2","Synceruscaffer","Syncerus caffer",1,0.130608,46.2,71,"alcelaphine gammaherpesvirus 1","bovine herpesvirus 3",2015,2015,2015,"PubMed publication","syncerus caffer","syncerus caffer","na","Mammalia"
5866,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 2","No","No","Captive","No","Ungulates","Artiodactyla","Cervidae","Cervus elaphus","Red deer","Pathogenic","PCR","",12202582,"http://www.viprbrc.org/brc/viprStrainDetails.spg?ncbiAccession=AY092762&decorator=herpes&context=1463049451082","AlHV-2; Alcelaphine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"AlHV-2","","dsDNA","0.13709","70","46.6","Cervuselaphus","Cervus elaphus",1,0.13709,46.6,70,"alcelaphine gammaherpesvirus 2","alcelaphine herpesvirus 2",NA,2002,2002,"PubMed publication","cervus elaphus","cervus elaphus","na","Mammalia"
5867,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 2","No","No","na","na","Ungulates","Artiodactyla","Bovidae","Alcelaphus buselaphus","Hartebeest","Apathogenic","Isolation","Reid and Rowe 1973",4778485,"24803260","AlHV-2; Alcelaphine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"AlHV-2","","dsDNA","0.13709","70","46.6","Alcelaphusbuselaphus","Alcelaphus buselaphus",1,0.13709,46.6,70,"alcelaphine gammaherpesvirus 2","alcelaphine herpesvirus 2",1973,1973,1973,"PubMed publication","alcelaphus buselaphus","alcelaphus buselaphus","na","Mammalia"
5868,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 2","No","No","na","na","Ungulates","Artiodactyla","Bovidae","Damaliscus lunatus","Topi","Apathogenic","Isolation","101094826",24803260,"https://www.viprbrc.org/brc/viprStrainDetails.spg?ncbiAccession=KF274499&decorator=herpes","AlHV-2; Alcelaphine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"AlHV-2","","dsDNA","0.13709","70","46.6","Damaliscuslunatus","Damaliscus lunatus",1,0.13709,46.6,70,"alcelaphine gammaherpesvirus 2","alcelaphine herpesvirus 2",NA,2014,2014,"PubMed publication","damaliscus lunatus","damaliscus lunatus","na","Mammalia"
5869,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","alcelaphine gammaherpesvirus 2","No","No","No","Yes","Ungulates","Artiodactyla","Bovidae","Damaliscus korrigum","Korrigum","Apathogenic","Isolation","Mushi et al., 1981",7343576,"","AlHV-2; Alcelaphine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"AlHV-2","","dsDNA","0.13709","70","46.6","Damaliscuslunatuskorrigum","Damaliscus lunatus korrigum",1,0.13709,46.6,70,"alcelaphine gammaherpesvirus 2","alcelaphine herpesvirus 2",1981,1981,1981,"PubMed publication","damaliscus lunatus korrigum","damaliscus lunatus","na","Mammalia"
5870,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","bovine gammaherpesvirus 6","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bison bison","American bison","Pathogenic?","PCR","Collins et al., 2000",11021426,"","Bovine herpesvirus 6","","No","No","","No",NA,NA,NA,NA,NA,NA,"BoHV-6","","dsDNA","0.144898","79","43.1","Bisonbison","Bison bison",1,0.144898,43.1,79,"bovine gammaherpesvirus 6","bovine herpesvirus 6",2000,2000,2000,"PubMed publication","bison bison","bison bison","bison bison bison, bos bison, bison americanus, bison sylvestris, bison americanus pennsylvanicus, bison bison septemtrionalis, bison bison athabasacae, bison bison athabascae","Mammalia"
5871,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","bovine gammaherpesvirus 6","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","Pathogenic?","PCR","Rovnak et al., 1998",9557713,"","Bovine herpesvirus 6","","No","No","","No",NA,NA,NA,NA,NA,NA,"BoHV-6","","dsDNA","0.144898","79","43.1","Bostaurus","Bos taurus",1,0.144898,43.1,79,"bovine gammaherpesvirus 6","bovine herpesvirus 6",1998,1998,1998,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
5872,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","bovine gammaherpesvirus 6","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bubalus bubalis","Water buffalo","Apathogenic","Isolation","de Oliviera et al. 2015",25427628,"","Bovine herpesvirus 6","","No","No","","No",NA,NA,NA,NA,NA,NA,"BoHV-6","","dsDNA","0.144898","79","43.1","Bubalusbubalis","Bubalus bubalis",1,0.144898,43.1,79,"bovine gammaherpesvirus 6","bovine herpesvirus 6",2015,2015,2015,"PubMed publication","bubalus bubalis","bubalus bubalis","na","Mammalia"
5873,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","caprine gammaherpesvirus 2","No","No","Captive","No","Ungulates","Artiodactyla","Bovidae","Capra ibex","Ibex","na","Isolation","",NA,"http://www.viprbrc.org/brc/viprStrainDetails.spg?ncbiAccession=HM216450&decorator=herpes&context=1463049215694","CpHV-2; Caprine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"CpHV-2","","dsDNA","na","na","na","Capraibex","Capra ibex",1,0.003623,57.5,2,"caprine gammaherpesvirus 2","caprine herpesvirus 2",NA,NA,NA,NA,"capra ibex","capra ibex","na","Mammalia"
5874,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","caprine gammaherpesvirus 2","No","No","Captive","No","Ungulates","Artiodactyla","Bovidae","Bos javanicus","Banteng","na","Isolation","",NA,"http://www.viprbrc.org/brc/viprStrainDetails.spg?ncbiAccession=HQ116812&decorator=herpes&context=1463049215694","CpHV-2; Caprine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"CpHV-2","","dsDNA","na","na","na","Bosjavanicus","Bos javanicus",1,0.003623,57.5,2,"caprine gammaherpesvirus 2","caprine herpesvirus 2",NA,NA,NA,NA,"bos javanicus","bos javanicus","bos banteng","Mammalia"
5875,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","caprine gammaherpesvirus 2","No","No","Captive","No","Ungulates","Artiodactyla","Cervidae","Rusa alfredi","Visayan spotted deer","na","Isolation","",NA,"http://www.viprbrc.org/brc/viprStrainDetails.spg?ncbiAccession=HM216463&decorator=herpes&context=1463049215694","CpHV-2; Caprine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"CpHV-2","","dsDNA","na","na","na","Rusaalfredi","Rusa alfredi",1,0.003623,57.5,2,"caprine gammaherpesvirus 2","caprine herpesvirus 2",NA,NA,NA,NA,"rusa alfredi","rusa alfredi","cervus alfredi","Mammalia"
5876,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","caprine gammaherpesvirus 2","No","No","No","Yes","Ungulates","Artiodactyla","Cervidae","Alces alces","Eurasian elk","Pathogenic","PCR","Vik¿ren et al., 2006",17255446,"","CpHV-2; Caprine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"CpHV-2","","dsDNA","na","na","na","Alcesalces","Alces alces",1,0.003623,57.5,2,"caprine gammaherpesvirus 2","caprine herpesvirus 2",2006,2006,2006,"PubMed publication","alces alces","alces alces","cervus alces","Mammalia"
5877,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","caprine gammaherpesvirus 2","No","No","No","Yes","Ungulates","Artiodactyla","Cervidae","Capreolus capreolus","Western roe deer","Pathogenic","PCR","Vik¿ren et al., 2006",17255446,"","CpHV-2; Caprine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"CpHV-2","","dsDNA","na","na","na","Capreoluscapreolus","Capreolus capreolus",1,0.003623,57.5,2,"caprine gammaherpesvirus 2","caprine herpesvirus 2",2006,2006,2006,"PubMed publication","capreolus capreolus","capreolus capreolus","na","Mammalia"
5878,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","caprine gammaherpesvirus 2","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bubalus bubalis","Water buffalo","Pathogenic","PCR","Dettwiler et al. 2011",22132808,"","CpHV-2; Caprine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"CpHV-2","","dsDNA","na","na","na","Bubalusbubalis","Bubalus bubalis",1,0.003623,57.5,2,"caprine gammaherpesvirus 2","caprine herpesvirus 2",2011,2011,2011,"PubMed publication","bubalus bubalis","bubalus bubalis","na","Mammalia"
5879,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","caprine gammaherpesvirus 2","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Capra hircus","Domestic goat","Apathogenic","PCR","Li et al. 2001",11125175,"","CpHV-2; Caprine herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"CpHV-2","","dsDNA","na","na","na","Caprahircus","Capra hircus",1,0.003623,57.5,2,"caprine gammaherpesvirus 2","caprine herpesvirus 2",2001,2001,2001,"PubMed publication","capra hircus","capra hircus","na","Mammalia"
