"Host","HostClass","HostOrder","HostFamily","Virus","VirusOrder","Year","YearType","Database","DatabaseVersion","DetectionMethod","Detection_NotSpecified","Detection_Serology","Detection_Genetic","Detection_Isolation","Host_Original","Virus_Original","DetectionMethod_Original"
"Canis aureus","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,1994,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis aureus","Carnivore protoparvovirus 1","Antibodies"
"Canis aureus","Mammalia","Carnivora","Canidae","Rabies",NA,1992,"Author","GMPD2","Stephens et al. 2017 Ecology","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Canis aureus","Rabies lyssavirus","DirectBlood"
"Canis latrans","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1985,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Alphacoronavirus 1","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","California encephalitis orthobunyavirus","Bunyavirales",1968,NA,"Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","California encephalitis orthobunyavirus","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Canid alphaherpesvirus 1","Herpesvirales",2009,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canid alphaherpes virus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus A","Rowavirales",2009,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine adenovirus","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine coronavirus",NA,1985,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine coronavirus","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2014,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2010,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2009,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2006,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2005,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2003,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2001,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1998,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1997,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1992,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1991,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1988,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine distemper","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2003,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2005,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1998,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1991,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1997,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2004,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2001,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1992,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",2009,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine distemper","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine morbillivirus","Mononegavirales",1986,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Canis latrans","Canine distemper","PCR"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2014,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2009,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2005,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2003,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,1998,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,1992,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","CargoCarrier"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2009,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2003,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,1998,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,1997,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2004,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,2001,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,1992,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine mastadenovirus a",NA,1998,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Canine mastadenovirus a","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Canine parvovirus",NA,2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Canis latrans","Canine parvovirus","PCR"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,2009,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,2003,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,1998,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,1991,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,1997,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,2004,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,2001,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,1992,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Carnivore protoparvovirus 1",NA,1984,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Carnivore protoparvovirus 1","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Colorado tick fever coltivirus","Reovirales",1994,NA,"Shaw","Shaw et al. 2020 Mol Ecol","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Colorado tick fever","na"
"Canis latrans","Mammalia","Carnivora","Canidae","Eastern equine encephalitis virus","Martellivirales",2009,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Eastern equine encephalitis","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Lambdapapillomavirus 2",NA,1973,"Author","GMPD2","Stephens et al. 2017 Ecology","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis latrans","Lambdapapillomavirus 2","Other"
"Canis latrans","Mammalia","Carnivora","Canidae","New jersey vesiculovirus",NA,1987,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","New jersey vesiculovirus","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Powassan virus","Amarillovirales",1986,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Powassan","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,2017,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Canis latrans","Rabies","PCR"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Canis latrans","Rabies","PCR"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Canis latrans","Rabies","PCR"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,2014,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Canis latrans","Rabies","PCR"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Canis latrans","Rabies","PCR"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,2009,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Rabies lyssavirus","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,1974,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Canis latrans","Rabies","Isolation"
"Canis latrans","Mammalia","Carnivora","Canidae","Rabies",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Canis latrans","Rabies lyssavirus","Isolation"
"Canis latrans","Mammalia","Carnivora","Canidae","Saint Louis encephalitis virus","Amarillovirales",2005,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","St. louis encephalitis","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","Saint Louis encephalitis virus","Amarillovirales",1986,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","St. louis encephalitis","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Saint Louis encephalitis virus","Amarillovirales",NA,NA,"Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","St. louis encephalitis","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","Suid alphaherpesvirus 1","Herpesvirales",1997,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Canis latrans","Suid alphaherpesvirus 1","Isolation"
"Canis latrans","Mammalia","Carnivora","Canidae","Venezuelan equine encephalitis virus","Martellivirales",1975,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Venezuelan equine encephalitis","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","New Jersey vesiculovirus","Mononegavirales",1987,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","Vesicular stomatitis new jersey","Antibodies"
"Canis latrans","Mammalia","Carnivora","Canidae","West Nile virus","Amarillovirales",2009,"Author","GMPD2","Stephens et al. 2017 Ecology","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","West nile","Serology"
"Canis latrans","Mammalia","Carnivora","Canidae","West Nile virus","Amarillovirales",2012,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Canis latrans","West nile","Antibodies"
"Canis lupus","Mammalia","Carnivora","Canidae","African horse sickness virus","Reovirales",1996,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","African horse sickness","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","African horse sickness virus","Reovirales",1995,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","African horse sickness","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","African horse sickness virus","Reovirales",1993,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","African horse sickness","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","African horse sickness virus","Reovirales",1992,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","African horse sickness","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","African horse sickness virus","Reovirales",1986,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","African horse sickness","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","African horse sickness virus","Reovirales",1981,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","African horse sickness","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1976,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1992,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1991,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1981,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1982,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1993,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1997,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1998,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1999,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,2006,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,2007,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,2008,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,2011,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
"Canis lupus","Mammalia","Carnivora","Canidae","Alphacoronavirus 1",NA,1990,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Canis lupus familiaris","Alphacoronavirus 1","CargoCarrier"
