VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass,PathogenType
moniezia sp.,,FALSE,moniezia sp.,,,,,helminth
moniliformis sp.,,FALSE,moniliformis sp.,,,,,helminth
moniliformis tarsii,,FALSE,moniliformis tarsii,,,,,helminth
monodontella giraffae,,FALSE,monodontella giraffae,,,,,helminth
monodontus louisianensis,,FALSE,monodontus louisianensis,,,,,helminth
monodontus sp.,,FALSE,monodontus sp.,,,,,helminth
monoposthia sp.,,FALSE,monoposthia sp.,,,,,helminth
muellerius sp.,,FALSE,muellerius sp.,,,,,helminth
muellerius tenuispiculatus,,FALSE,muellerius tenuispiculatus,,,,,helminth
multiceps packii,,FALSE,multiceps packii,,,,,helminth
murshidia devians,,FALSE,murshidia devians,,,,,helminth
murshidia hamata,,FALSE,murshidia hamata,,,,,helminth
murshidia pugnicaudata,,FALSE,murshidia pugnicaudata,,,,,helminth
murshidia sp.,,FALSE,murshidia sp.,,,,,helminth
necator congolensis,,FALSE,necator congolensis,,,,,helminth
necator sp.,,FALSE,necator sp.,,,,,helminth
nematodirella alcidis,,FALSE,nematodirella alcidis,,,,,helminth
nematodirella longissimespiculata,,FALSE,nematodirella longissimespiculata,,,,,helminth
nematodirus abnormalis,,FALSE,nematodirus abnormalis,,,,,helminth
nematodirus archari,,FALSE,nematodirus archari,,,,,helminth
nematodirus dogieli,,FALSE,nematodirus dogieli,,,,,helminth
nematodirus gazellae,,FALSE,nematodirus gazellae,,,,,helminth
nematodirus hugonnetae,,FALSE,nematodirus hugonnetae,,,,,helminth
nematodirus odocoilei,,FALSE,nematodirus odocoilei,,,,,helminth
nematodirus roscidus,,FALSE,nematodirus roscidus,,,,,helminth
nematodirus sp.,,FALSE,nematodirus sp.,,,,,helminth
nematodirus tarandi,,FALSE,nematodirus tarandi,,,,,helminth
neodiplostomum sp.,,FALSE,neodiplostomum sp.,,,,,helminth
neodiplostomum tamarini,,FALSE,neodiplostomum tamarini,,,,,helminth
neoparacryptogonimus ovatus,,FALSE,neoparacryptogonimus ovatus,,,,,helminth
neostrongylus sp.,,FALSE,neostrongylus sp.,,,,,helminth
nephridiacanthus sp.,,FALSE,nephridiacanthus sp.,,,,,helminth
nochtia nochti,,FALSE,nochtia nochti,,,,,helminth
notocotylus sp.,,FALSE,notocotylus sp.,,,,,helminth
oesophagostomum africanum,,FALSE,oesophagostomum africanum,,,,,helminth
oesophagostomum apiostomum,,FALSE,oesophagostomum apiostomum,,,,,helminth
oesophagostomum brumpti,,FALSE,oesophagostomum brumpti,,,,,helminth
oesophagostomum maurum,,FALSE,oesophagostomum maurum,,,,,helminth
oesophagostomum mocambiquei,,FALSE,oesophagostomum mocambiquei,,,,,helminth
oesophagostomum mwanzae,,FALSE,oesophagostomum mwanzae,,,,,helminth
oesophagostomum pachycephalum,,FALSE,oesophagostomum pachycephalum,,,,,helminth
oesophagostomum sp.,,FALSE,oesophagostomum sp.,,,,,helminth
oesophogostomum apiostomum,,FALSE,oesophogostomum apiostomum,,,,,helminth
oesphagostomum columbianum,,FALSE,oesphagostomum columbianum,,,,,helminth
ogmocotyle sp.,,FALSE,ogmocotyle sp.,,,,,helminth
ollulanus sp.,,FALSE,ollulanus sp.,,,,,helminth
onchocerca garmsi,,FALSE,onchocerca garmsi,,,,,helminth
onchocerca sp.,,FALSE,onchocerca sp.,,,,,helminth
oncicola canis,,FALSE,oncicola canis,,,,,helminth
oochoristica megastoma,,FALSE,oochoristica megastoma,,,,,helminth
oochoristica sp.,,FALSE,oochoristica sp.,,,,,helminth
ophryocotyle buecki,,FALSE,ophryocotyle buecki,,,,,helminth
opisthorchis sp.,,FALSE,opisthorchis sp.,,,,,helminth
orthocoelium scoliocoelium,,FALSE,orthocoelium scoliocoelium,,,,,helminth
oslerus pararostratus,,FALSE,oslerus pararostratus,,,,,helminth
ostertagia drozdzi,,FALSE,ostertagia drozdzi,,,,,helminth
ostertagia harrisi,,FALSE,ostertagia harrisi,,,,,helminth
ostertagia kenyensis,,FALSE,ostertagia kenyensis,,,,,helminth
ostertagia sp.,,FALSE,ostertagia sp.,,,,,helminth
ostertagia triquetra,,FALSE,ostertagia triquetra,,,,,helminth
oxynema crassispiculum,,FALSE,oxynema crassispiculum,,,,,helminth
oxynema sp.,,FALSE,oxynema sp.,,,,,helminth
oxyuris karamoja,,FALSE,oxyuris karamoja,,,,,helminth
oxyuris sp.,,FALSE,oxyuris sp.,,,,,helminth
oxyuronema sp.,,FALSE,oxyuronema sp.,,,,,helminth
pachysentis canicola,,FALSE,pachysentis canicola,,,,,helminth
pachysentis sp.,,FALSE,pachysentis sp.,,,,,helminth
parabronema bonnei,,FALSE,parabronema bonnei,,,,,helminth
parabronema pecariae,,FALSE,parabronema pecariae,,,,,helminth
parabronema roundi,,FALSE,parabronema roundi,,,,,helminth
parabronema sp.,,FALSE,parabronema sp.,,,,,helminth
paracooperia devossi,,FALSE,paracooperia devossi,,,,,helminth
paracooperia horaki,,FALSE,paracooperia horaki,,,,,helminth
paracooperia serrata,,FALSE,paracooperia serrata,,,,,helminth
paracooperioides peleae,,FALSE,paracooperioides peleae,,,,,helminth
parafilaria bassoni,,FALSE,parafilaria bassoni,,,,,helminth
paragonimus pulmonalis,,FALSE,paragonimus pulmonalis,,,,,helminth
paragonimus rudis,,FALSE,paragonimus rudis,,,,,helminth
paragonimus sp.,,FALSE,paragonimus sp.,,,,,helminth
paragonimus uterobilateralis,,FALSE,paragonimus uterobilateralis,,,,,helminth
paralibyostrongylus hebrenicutus,,FALSE,paralibyostrongylus hebrenicutus,,,,,helminth
paralibyostrongylus kalinae,,FALSE,paralibyostrongylus kalinae,,,,,helminth
parallelorchis diglossus,,FALSE,parallelorchis diglossus,,,,,helminth
parametorchis complexus,,FALSE,parametorchis complexus,,,,,helminth
paramphistomum ichikawai,,FALSE,paramphistomum ichikawai,,,,,helminth
paramphistomum liorchis,,FALSE,paramphistomum liorchis,,,,,helminth
paramphistomum sp.,,FALSE,paramphistomum sp.,,,,,helminth
paraoxyuronema brachytelesi,,FALSE,paraoxyuronema brachytelesi,,,,,helminth
parapoteriostomum schuermanni,,FALSE,parapoteriostomum schuermanni,,,,,helminth
pararhabdonema longistriata,,FALSE,pararhabdonema longistriata,,,,,helminth
parastrongylus cantonensis,,FALSE,parastrongylus cantonensis,,,,,helminth
passalurus nonannulatus,,FALSE,passalurus nonannulatus,,,,,helminth
paulianfilaria pauliana,,FALSE,paulianfilaria pauliana,,,,,helminth
pearsonema mucronata,,FALSE,pearsonema mucronata,,,,,helminth
phagicola angrense,,FALSE,phagicola angrense,,,,,helminth
phagicola diminuta,,FALSE,phagicola diminuta,,,,,helminth
phagicola sp.,,FALSE,phagicola sp.,,,,,helminth
phaneropsolus bonnei,,FALSE,phaneropsolus bonnei,,,,,helminth
phaneropsolus orbicularis,,FALSE,phaneropsolus orbicularis,,,,,helminth
phaneropsolus perodictici,,FALSE,phaneropsolus perodictici,,,,,helminth
pharyngodon sp.,,FALSE,pharyngodon sp.,,,,,helminth
pharyngostomoides adenocephala,,FALSE,pharyngostomoides adenocephala,,,,,helminth
pharyngostomoides procyonis,,FALSE,pharyngostomoides procyonis,,,,,helminth
pharyngostomoides sp.,,FALSE,pharyngostomoides sp.,,,,,helminth
philophthalmus zalophi,,FALSE,philophthalmus zalophi,,,,,helminth
phocascaris sp.,,FALSE,phocascaris sp.,,,,,helminth
physaloptera caucasia,,FALSE,physaloptera caucasia,,,,,helminth
physaloptera cebi,,FALSE,physaloptera cebi,,,,,helminth
physaloptera dilatata,,FALSE,physaloptera dilatata,,,,,helminth
physaloptera maxillaris,,FALSE,physaloptera maxillaris,,,,,helminth
physaloptera mordens,,FALSE,physaloptera mordens,,,,,helminth
physaloptera multipapillata,,FALSE,physaloptera multipapillata,,,,,helminth
physaloptera multiuteri,,FALSE,physaloptera multiuteri,,,,,helminth
physaloptera sibirica,,FALSE,physaloptera sibirica,,,,,helminth
physaloptera sp.,,FALSE,physaloptera sp.,,,,,helminth
physocephalus sexalatus,,FALSE,physocephalus sexalatus,,,,,helminth
physocephalus sp.,,FALSE,physocephalus sp.,,,,,helminth
placoconus lotoris,,FALSE,placoconus lotoris,,,,,helminth
plagiorhynchus ogatai,,FALSE,plagiorhynchus ogatai,,,,,helminth
platynosomum amazonensis,,FALSE,platynosomum amazonensis,,,,,helminth
platynosomum marmoseti,,FALSE,platynosomum marmoseti,,,,,helminth
plenosoma minimum,,FALSE,plenosoma minimum,,,,,helminth
pneumostrongylus calcaratus,,FALSE,pneumostrongylus calcaratus,,,,,helminth
polymorphus cetaceum,,FALSE,polymorphus cetaceum,,,,,helminth
polymorphus major,,FALSE,polymorphus major,,,,,helminth
polymorphus meyeri,,FALSE,polymorphus meyeri,,,,,helminth
porrocaecum decipiens,,FALSE,porrocaecum decipiens,,,,,helminth
porrocaecum sp.,,FALSE,porrocaecum sp.,,,,,helminth
porrorchis leibyi,,FALSE,porrorchis leibyi,,,,,helminth
porrorchis nickoli,,FALSE,porrorchis nickoli,,,,,helminth
porrorchis oti,,FALSE,porrorchis oti,,,,,helminth
pricetrema sp.,,FALSE,pricetrema sp.,,,,,helminth
pricetrema zolophi,,FALSE,pricetrema zolophi,,,,,helminth
primasubulura jacchi,,FALSE,primasubulura jacchi,,,,,helminth
primasubulura otolicini,,FALSE,primasubulura otolicini,,,,,helminth
primasubulura sp.,,FALSE,primasubulura sp.,,,,,helminth
probstmayria gabonensis,,FALSE,probstmayria gabonensis,,,,,helminth
probstmayria gombensis,,FALSE,probstmayria gombensis,,,,,helminth
probstmayria goodallae,,FALSE,probstmayria goodallae,,,,,helminth
probstmayria gorillae,,FALSE,probstmayria gorillae,,,,,helminth
probstmayria sp.,,FALSE,probstmayria sp.,,,,,helminth
probstmayria vivipara,,FALSE,probstmayria vivipara,,,,,helminth
procyonostrongylus muelleri,,FALSE,procyonostrongylus muelleri,,,,,helminth
procyotrema marsupiformis,,FALSE,procyotrema marsupiformis,,,,,helminth
profilicollis sp.,,FALSE,profilicollis sp.,,,,,helminth
prosthenorchis sp.,,FALSE,prosthenorchis sp.,,,,,helminth
prosthenorchis spirula,,FALSE,prosthenorchis spirula,,,,,helminth
prosthodendrium molenkampi,,FALSE,prosthodendrium molenkampi,,,,,helminth
prosthodendrium naviculum,,FALSE,prosthodendrium naviculum,,,,,helminth
protofilaria furcata,,FALSE,protofilaria furcata,,,,,helminth
protostrongylus africanus,,FALSE,protostrongylus africanus,,,,,helminth
protostrongylus capensis,,FALSE,protostrongylus capensis,,,,,helminth
protostrongylus rupricaprae,,FALSE,protostrongylus rupricaprae,,,,,helminth
protostrongylus sp.,,FALSE,protostrongylus sp.,,,,,helminth
prouterina wescotti,,FALSE,prouterina wescotti,,,,,helminth
pseudocryptotropa sp.,,FALSE,pseudocryptotropa sp.,,,,,helminth
pseudoterranova sp.,,FALSE,pseudoterranova sp.,,,,,helminth
pseudotroglotrema sp.,,FALSE,pseudotroglotrema sp.,,,,,helminth
pterothominx sp.,,FALSE,pterothominx sp.,,,,,helminth
raillietina demerariensis,,FALSE,raillietina demerariensis,,,,,helminth
raillietina sp.,,FALSE,raillietina sp.,,,,,helminth
rictularia affinis,,FALSE,rictularia affinis,,,,,helminth
rictularia lemuri,,FALSE,rictularia lemuri,,,,,helminth
rictularia sp.,,FALSE,rictularia sp.,,,,,helminth
sandnema digitatum,,FALSE,sandnema digitatum,,,,,helminth
schistocephalus sp.,,FALSE,schistocephalus sp.,,,,,helminth
schistosoma sp.,,FALSE,schistosoma sp.,,,,,helminth
schulzinema miroljubovi,,FALSE,schulzinema miroljubovi,,,,,helminth
setaria africana,,FALSE,setaria africana,,,,,helminth
setaria bicoronata,,FALSE,setaria bicoronata,,,,,helminth
setaria caelum,,FALSE,setaria caelum,,,,,helminth
setaria congolensis,,FALSE,setaria congolensis,,,,,helminth
setaria cornuta,,FALSE,setaria cornuta,,,,,helminth
setaria scalprum,,FALSE,setaria scalprum,,,,,helminth
setaria sp.,,FALSE,setaria sp.,,,,,helminth
setaria thwaitei,,FALSE,setaria thwaitei,,,,,helminth
skrjabinagia arctica,,FALSE,skrjabinagia arctica,,,,,helminth
skrjabinema parva,,FALSE,skrjabinema parva,,,,,helminth
skrjabinema rupicaprae,,FALSE,skrjabinema rupicaprae,,,,,helminth
skrjabinema sp.,,FALSE,skrjabinema sp.,,,,,helminth
skrjabingylus santaceciliae,,FALSE,skrjabingylus santaceciliae,,,,,helminth
skrjabingylus sp.,,FALSE,skrjabingylus sp.,,,,,helminth
skrjabinodentus longiconus,,FALSE,skrjabinodentus longiconus,,,,,helminth
sobolevingylus petrowi,,FALSE,sobolevingylus petrowi,,,,,helminth
sobolevingylus skrjabini,,FALSE,sobolevingylus skrjabini,,,,,helminth
sphaerirostris lancea,,FALSE,sphaerirostris lancea,,,,,helminth
spiculopteragia alicis,,FALSE,spiculopteragia alicis,,,,,helminth
spiculopteragia andreevae,,FALSE,spiculopteragia andreevae,,,,,helminth
spiculopteragia dagestanica,,FALSE,spiculopteragia dagestanica,,,,,helminth
spiculopteragia mathevossiani,,FALSE,spiculopteragia mathevossiani,,,,,helminth
spiculopteragia odocoilei,,FALSE,spiculopteragia odocoilei,,,,,helminth
spiculopteragia pursglovei,,FALSE,spiculopteragia pursglovei,,,,,helminth
spirocerca sp.,,FALSE,spirocerca sp.,,,,,helminth
spirometra janickii,,FALSE,spirometra janickii,,,,,helminth
spirometra sp.,,FALSE,spirometra sp.,,,,,helminth
spirura aurangabadensis,,FALSE,spirura aurangabadensis,,,,,helminth
spirura delicata,,FALSE,spirura delicata,,,,,helminth
spirura dentata,,FALSE,spirura dentata,,,,,helminth
spirura diplocyphos,,FALSE,spirura diplocyphos,,,,,helminth
spirura marmosetae,,FALSE,spirura marmosetae,,,,,helminth
spirura quianensis,,FALSE,spirura quianensis,,,,,helminth
spirura rytipleurites,,FALSE,spirura rytipleurites,,,,,helminth
spirura sp.,,FALSE,spirura sp.,,,,,helminth
squamanema bonnei,,FALSE,squamanema bonnei,,,,,helminth
stephanofilaria thelazioides,,FALSE,stephanofilaria thelazioides,,,,,helminth
stephanoprora spinosa,,FALSE,stephanoprora spinosa,,,,,helminth
stictodora fuscata,,FALSE,stictodora fuscata,,,,,helminth
stilesia hepatica,,FALSE,stilesia hepatica,,,,,helminth
streptopharagus armatus,,FALSE,streptopharagus armatus,,,,,helminth
streptopharagus baylisi,,FALSE,streptopharagus baylisi,,,,,helminth
streptopharagus bifurcum,,FALSE,streptopharagus bifurcum,,,,,helminth
streptopharagus pigmentatus,,FALSE,streptopharagus pigmentatus,,,,,helminth
streptopharagus sp.,,FALSE,streptopharagus sp.,,,,,helminth
strigea sp.,,FALSE,strigea sp.,,,,,helminth
strongyloides erschovi,,FALSE,strongyloides erschovi,,,,,helminth
strongyloides lutrae,,FALSE,strongyloides lutrae,,,,,helminth
strongyloides martis,,FALSE,strongyloides martis,,,,,helminth
strongyloides mustelorum,,FALSE,strongyloides mustelorum,,,,,helminth
strongyloides sp.,,FALSE,strongyloides sp.,,,,,helminth
strongyloides vulpis,,FALSE,strongyloides vulpis,,,,,helminth
strongylus sp.,,FALSE,strongylus sp.,,,,,helminth
subulura baeri,,FALSE,subulura baeri,,,,,helminth
subulura distans,,FALSE,subulura distans,,,,,helminth
subulura sp.,,FALSE,subulura sp.,,,,,helminth
synhimanthus sp.,,FALSE,synhimanthus sp.,,,,,helminth
syphacia sp.,,FALSE,syphacia sp.,,,,,helminth
taenia hyaenae,,FALSE,taenia hyaenae,,,,,helminth
taenia macrocystis,,FALSE,taenia macrocystis,,,,,helminth
taenia pencei,,FALSE,taenia pencei,,,,,helminth
taenia rileyi,,FALSE,taenia rileyi,,,,,helminth
taenia sp.,,FALSE,taenia sp.,,,,,helminth
taenia taxidiensis,,FALSE,taenia taxidiensis,,,,,helminth
tapironema coronatum,,FALSE,tapironema coronatum,,,,,helminth
tarsubulura perarmata,,FALSE,tarsubulura perarmata,,,,,helminth
tawila tawila,,FALSE,tawila tawila,,,,,helminth
teladorasgia davtiani,,FALSE,teladorasgia davtiani,,,,,helminth
teladorsagia hamata,,FALSE,teladorsagia hamata,,,,,helminth
ternidens sp.,,FALSE,ternidens sp.,,,,,helminth
tetrapetalonema nicollei,,FALSE,tetrapetalonema nicollei,,,,,helminth
tetrapetalonema parvum,,FALSE,tetrapetalonema parvum,,,,,helminth
thysaniezia sp.,,FALSE,thysaniezia sp.,,,,,helminth
thysanosoma actinioides,,FALSE,thysanosoma actinioides,,,,,helminth
thysanotaenia lemuris,,FALSE,thysanotaenia lemuris,,,,,helminth
toxascaris sp.,,FALSE,toxascaris sp.,,,,,helminth
toxocara genettae,,FALSE,toxocara genettae,,,,,helminth
toxocara sp.,,FALSE,toxocara sp.,,,,,helminth
trichinella sp.,,FALSE,trichinella sp.,,,,,helminth
trichocephalus sp.,,FALSE,trichocephalus sp.,,,,,helminth
trichosomoides sp.,,FALSE,trichosomoides sp.,,,,,helminth
trichospirura leptostoma,,FALSE,trichospirura leptostoma,,,,,helminth
trichostrongylus affinis,,FALSE,trichostrongylus affinis,,,,,helminth
trichostrongylus angistris,,FALSE,trichostrongylus angistris,,,,,helminth
trichostrongylus anomalus,,FALSE,trichostrongylus anomalus,,,,,helminth
trichostrongylus askivali,,FALSE,trichostrongylus askivali,,,,,helminth
trichostrongylus auriculatus,,FALSE,trichostrongylus auriculatus,,,,,helminth
trichostrongylus deflexus,,FALSE,trichostrongylus deflexus,,,,,helminth
trichostrongylus dosteri,,FALSE,trichostrongylus dosteri,,,,,helminth
trichostrongylus falculatus,,FALSE,trichostrongylus falculatus,,,,,helminth
trichostrongylus instabilis,,FALSE,trichostrongylus instabilis,,,,,helminth
trichostrongylus minor,,FALSE,trichostrongylus minor,,,,,helminth
trichostrongylus orientalis,,FALSE,trichostrongylus orientalis,,,,,helminth
trichostrongylus pietersei,,FALSE,trichostrongylus pietersei,,,,,helminth
trichostrongylus sp.,,FALSE,trichostrongylus sp.,,,,,helminth
trichostrongylus subtilis,,FALSE,trichostrongylus subtilis,,,,,helminth
trichostrongylus thomasi,,FALSE,trichostrongylus thomasi,,,,,helminth
trichuris campanula,,FALSE,trichuris campanula,,,,,helminth
trichuris capreoli,,FALSE,trichuris capreoli,,,,,helminth
trichuris dispar,,FALSE,trichuris dispar,,,,,helminth
trichuris lemuris,,FALSE,trichuris lemuris,,,,,helminth
trichuris sp.,,FALSE,trichuris sp.,,,,,helminth
trichuris tenuis,,FALSE,trichuris tenuis,,,,,helminth
triodontophorus burchelli,,FALSE,triodontophorus burchelli,,,,,helminth
triodontophorus hartmannae,,FALSE,triodontophorus hartmannae,,,,,helminth
triodontophorus sp.,,FALSE,triodontophorus sp.,,,,,helminth
triodontophorus tenuicollis,,FALSE,triodontophorus tenuicollis,,,,,helminth
tristriata sp.,,FALSE,tristriata sp.,,,,,helminth
troglotrema mustelae,,FALSE,troglotrema mustelae,,,,,helminth
trypanoxyuris brachytelesi,,FALSE,trypanoxyuris brachytelesi,,,,,helminth
trypanoxyuris callicebi,,FALSE,trypanoxyuris callicebi,,,,,helminth
trypanoxyuris callis,,FALSE,trypanoxyuris callis,,,,,helminth
trypanoxyuris callithricis,,FALSE,trypanoxyuris callithricis,,,,,helminth
trypanoxyuris clementinae,,FALSE,trypanoxyuris clementinae,,,,,helminth
trypanoxyuris croizati,,FALSE,trypanoxyuris croizati,,,,,helminth
trypanoxyuris goeldii,,FALSE,trypanoxyuris goeldii,,,,,helminth
trypanoxyuris oedipi,,FALSE,trypanoxyuris oedipi,,,,,helminth
trypanoxyuris satanas,,FALSE,trypanoxyuris satanas,,,,,helminth
trypanoxyuris sceleratus,,FALSE,trypanoxyuris sceleratus,,,,,helminth
trypanoxyuris sp.,,FALSE,trypanoxyuris sp.,,,,,helminth
trypanoxyuris trypanuris,,FALSE,trypanoxyuris trypanuris,,,,,helminth
trypanoxyurus sp.,,FALSE,trypanoxyurus sp.,,,,,helminth
uncinaria criniformis,,FALSE,uncinaria criniformis,,,,,helminth
uncinaria sp.,,FALSE,uncinaria sp.,,,,,helminth
unicinaria lucasi,,FALSE,unicinaria lucasi,,,,,helminth
viannaia sp.,,FALSE,viannaia sp.,,,,,helminth
vigisospirura potekhina,,FALSE,vigisospirura potekhina,,,,,helminth
vogeloides felis,,FALSE,vogeloides felis,,,,,helminth
watsonius deschieni,,FALSE,watsonius deschieni,,,,,helminth
watsonius sp.,,FALSE,watsonius sp.,,,,,helminth
zalophotrema sp.,,FALSE,zalophotrema sp.,,,,,helminth
zonorchis microcebi,,FALSE,zonorchis microcebi,,,,,helminth
chronic wasting disease,,FALSE,chronic wasting disease,,,,,others
scrapie agent,,FALSE,scrapie agent,,,,,others
amoeba sp.,,FALSE,amoeba sp.,,,,,protozoa
babesia cellii,,FALSE,babesia cellii,,,,,protozoa
babesia cynicti,,FALSE,babesia cynicti,,,,,protozoa
babesia lotori,,FALSE,babesia lotori,,,,,protozoa
babesia missirolii,,FALSE,babesia missirolii,,,,,protozoa
babesia pitheci,,FALSE,babesia pitheci,,,,,protozoa
babesia propitheci,,FALSE,babesia propitheci,,,,,protozoa
balantidium aragaoi,,FALSE,balantidium aragaoi,,,,,protozoa
charonina hippopotami,,FALSE,charonina hippopotami,,,,,protozoa
chilomastix sp.,,FALSE,chilomastix sp.,,,,,protozoa
cucurvella vivax,,FALSE,cucurvella vivax,,,,,protozoa
cycloposthium corrugatum,,FALSE,cycloposthium corrugatum,,,,,protozoa
cycloposthium dentiferum,,FALSE,cycloposthium dentiferum,,,,,protozoa
cycloposthium scutigerum,,FALSE,cycloposthium scutigerum,,,,,protozoa
diplodinium anacanthum,,FALSE,diplodinium anacanthum,,,,,protozoa
eimeria crispus,,FALSE,eimeria crispus,,,,,protozoa
eimeria felina,,FALSE,eimeria felina,,,,,protozoa
eimeria hreindyria,,FALSE,eimeria hreindyria,,,,,protozoa
eimeria ictidea,,FALSE,eimeria ictidea,,,,,protozoa
eimeria kamoshika,,FALSE,eimeria kamoshika,,,,,protozoa
eimeria madisonensis,,FALSE,eimeria madisonensis,,,,,protozoa
eimeria mccordocki,,FALSE,eimeria mccordocki,,,,,protozoa
eimeria melis,,FALSE,eimeria melis,,,,,protozoa
eimeria nuttalli,,FALSE,eimeria nuttalli,,,,,protozoa
eimeria odocoilei,,FALSE,eimeria odocoilei,,,,,protozoa
eimeria pachylepyron,,FALSE,eimeria pachylepyron,,,,,protozoa
eimeria procyonis,,FALSE,eimeria procyonis,,,,,protozoa
eimeria serowi,,FALSE,eimeria serowi,,,,,protozoa
eimeria vulpis,,FALSE,eimeria vulpis,,,,,protozoa
elyplastron bubali,,FALSE,elyplastron bubali,,,,,protozoa
entodinium bicornutum,,FALSE,entodinium bicornutum,,,,,protozoa
entodinium minimum,,FALSE,entodinium minimum,,,,,protozoa
