VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
allobilharzia visceralis,431770,TRUE,Allobilharzia visceralis,Allobilharzia,Schistosomatidae,Strigeidida,Trematoda
sarconema eurycerca,496054,TRUE,Sarconema eurycerca,Sarconema,Onchocercidae,Rhabditida,Chromadorea
dendritobilharzia pulverulenta,100592,TRUE,Dendritobilharzia pulverulenta,Dendritobilharzia,Schistosomatidae,Strigeidida,Trematoda
orchipedum tracheicola,116916,TRUE,Orchipedum tracheicola,Orchipedum,Orchipedidae,Plagiorchiida,Trematoda
swan circovirus,459957,TRUE,Swan circovirus,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
wardoides nyrocae,116966,TRUE,Wardoides nyrocae,Wardoides,Hymenolepididae,Cyclophyllidea,Cestoda
raillietina sonini,70663,TRUE,Raillietina sonini,Raillietina,Davaineidae,Cyclophyllidea,Cestoda
haemoproteus coatneyi,498203,TRUE,Parahaemoproteus coatneyi,Parahaemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
raillietina australis,137598,TRUE,Raillietina australis,Raillietina,Davaineidae,Cyclophyllidea,Cestoda
raillietina beveridgei,246973,TRUE,Raillietina beveridgei,Raillietina,Davaineidae,Cyclophyllidea,Cestoda
raillietina chiltoni,246975,TRUE,Raillietina chiltoni,Raillietina,Davaineidae,Cyclophyllidea,Cestoda
raillietina dromaius,246974,TRUE,Raillietina dromaius,Raillietina,Davaineidae,Cyclophyllidea,Cestoda
raillietina mitchelli,246976,TRUE,Raillietina mitchelli,Raillietina,Davaineidae,Cyclophyllidea,Cestoda
polymorphus brevis,84282,TRUE,Arhythmorhynchus brevis,Arhythmorhynchus,Polymorphidae,Polymorphida,Palaeacanthocephala
urogonimus macrostomus,232590,TRUE,Urogonimus macrostomus,Urogonimus,Leucochloridiidae,Diplostomida,Trematoda
manzanilla virus,1933304,TRUE,Manzanilla orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
ibirhynchus dimorpha,886604,TRUE,Ibirhynchus dimorpha,Ibirhynchus,Polymorphidae,Polymorphida,Palaeacanthocephala
contracaecum eudyptulae,62081,TRUE,Contracaecum eudyptulae,Contracaecum,Anisakidae,Rhabditida,Chromadorea
falcon adenovirus a,692069,TRUE,Falcon aviadenovirus A,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
fowl adenovirus d,190064,TRUE,Fowl aviadenovirus D,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
mycoplasma buteonis,171280,TRUE,Mycoplasma buteonis,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
taenia taeniaeformis,6205,TRUE,Hydatigera taeniaeformis,Hydatigera,Taeniidae,Cyclophyllidea,Cestoda
trichomonas gallinae,56777,TRUE,Trichomonas gallinae,Trichomonas,Trichomonadidae,Trichomonadida,NA
haemoproteus pallidus,389271,TRUE,Haemoproteus pallidus,Haemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
isospora hypoleucae,632697,TRUE,Isospora hypoleucae,Isospora,Eimeriidae,Eucoccidiorida,Conoidasida
leucocytozoon macleani,393990,TRUE,Leucocytozoon macleani,Leucocytozoon,Leucocytozoidae,Haemosporida,Aconoidasida
haemoproteus iwa,907245,TRUE,Haemoproteus iwa,Haemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
haemoproteus magnus,379407,TRUE,Haemoproteus magnus,Haemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
leucocytozoon majoris,379413,TRUE,Leucocytozoon majoris,Leucocytozoon,Leucocytozoidae,Haemosporida,Aconoidasida
plagiorchis maculosus,168655,TRUE,Plagiorchis maculosus,Plagiorchis,Plagiorchiidae,Plagiorchiida,Trematoda
ligula colymbi,274293,TRUE,Ligula colymbi,Ligula,Diphyllobothriidae,Diphyllobothriidea,Cestoda
ross river virus,11029,TRUE,Ross River virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes
eimeria gruis,300409,TRUE,Eimeria gruis,Eimeria,Eimeriidae,Eucoccidiorida,Conoidasida
eimeria reichenowi,300410,TRUE,Eimeria reichenowi,Eimeria,Eimeriidae,Eucoccidiorida,Conoidasida
mycoplasma vulturii,219290,TRUE,Mycoplasma vulturii,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
erysipelothrix rhusiopathiae,1648,TRUE,Erysipelothrix rhusiopathiae,Erysipelothrix,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
clostridium botulinum,1491,TRUE,Clostridium botulinum,Clostridium,Clostridiaceae,Eubacteriales,Clostridia
plasmodium rouxi,215558,TRUE,Plasmodium rouxi,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
leucocytozoon squamatus,379414,TRUE,Leucocytozoon squamatus,Leucocytozoon,Leucocytozoidae,Haemosporida,Aconoidasida
trichostrongylus tenuis,40351,TRUE,Trichostrongylus tenuis,Trichostrongylus,Trichostrongylidae,Strongylida,Chromadorea
leucocytozoon lovati,284629,TRUE,Leucocytozoon lovati,Leucocytozoon,Leucocytozoidae,Haemosporida,Aconoidasida
haemoproteus lanii,379406,TRUE,Haemoproteus lanii,Parahaemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
escherichia vulneris,566,TRUE,Pseudescherichia vulneris,Pseudescherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
diplostomum huronense,198606,TRUE,Diplostomum huronense,Diplostomum,Diplostomidae,Diplostomida,Trematoda
diplostomum spathaceum,183647,TRUE,Diplostomum spathaceum,Diplostomum,Diplostomidae,Diplostomida,Trematoda
proteus mirabilis,584,TRUE,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria
tetrabothrius erostris,70678,TRUE,Tetrabothrius erostris,Tetrabothrius,Tetrabothriidae,Tetrabothriidea,Cestoda
babesia bennetti,359660,TRUE,Babesia bennetti,Babesia,Babesiidae,Piroplasmida,Aconoidasida
austrobilharzia variglandis,100588,TRUE,Austrobilharzia variglandis,Austrobilharzia,Schistosomatidae,Strigeidida,Trematoda
ornithobilharzia canaliculata,100598,TRUE,Ornithobilharzia canaliculata,Ornithobilharzia,Schistosomatidae,Strigeidida,Trematoda
profilicollis altmani,317570,TRUE,Profilicollis altmani,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala
cardiocephaloides longicollis,232594,TRUE,Cardiocephaloides longicollis,Cardiocephaloides,Strigeidae,Diplostomida,Trematoda
diphyllobothrium dendriticum,28845,TRUE,Dibothriocephalus dendriticus,Dibothriocephalus,Diphyllobothriidae,Diphyllobothriidea,Cestoda
raillietina tunetensis,545069,TRUE,Raillietina tunetensis,Raillietina,Davaineidae,Cyclophyllidea,Cestoda
mycobacterium avium,1764,TRUE,Mycobacterium avium,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
leucocytozoon gentili,379412,TRUE,Leucocytozoon gentili,Leucocytozoon,Leucocytozoidae,Haemosporida,Aconoidasida
trichobilharzia stagnicolae,596254,TRUE,Trichobilharzia stagnicolae,Trichobilharzia,Schistosomatidae,Strigeidida,Trematoda
nosema ceranae,40302,TRUE,Nosema ceranae,Nosema,Nosematidae,NA,NA
fowl adenovirus c,190063,TRUE,Fowl aviadenovirus C,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
sarcocystis neurona,42890,TRUE,Sarcocystis neurona,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
sindbis virus,11034,TRUE,Sindbis virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes
haemoproteus balmorali,379416,TRUE,Haemoproteus balmorali,Parahaemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
hexaglandula corynosoma,449648,TRUE,Hexaglandula corynosoma,Hexaglandula,Polymorphidae,Polymorphida,Palaeacanthocephala
cryptosporidium galli,218119,TRUE,Cryptosporidium galli,Cryptosporidium,Cryptosporidiidae,Eucoccidiorida,Conoidasida
pseudidiogenes nana,227344,TRUE,Pseudidiogenes nana,Pseudidiogenes,Davaineidae,Cyclophyllidea,Cestoda
raptor adenovirus a,691961,TRUE,Raptor siadenovirus A,Siadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
plasmodium polare,337235,TRUE,Plasmodium polare,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
usutu virus,64286,TRUE,Usutu virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
fort morgan virus,48544,TRUE,Fort Morgan virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes
haemoproteus passeris,379408,TRUE,Parahaemoproteus passeris,Parahaemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
neospora caninum,29176,TRUE,Neospora caninum,Neospora,Sarcocystidae,Eucoccidiorida,Conoidasida
toxoplasma gondii,5811,TRUE,Toxoplasma gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida
contracaecum multipapillatum,59250,TRUE,Contracaecum multipapillatum,Contracaecum,Anisakidae,Rhabditida,Chromadorea
contracaecum pyripapillatum,500993,TRUE,Contracaecum pyripapillatum,Contracaecum,Anisakidae,Rhabditida,Chromadorea
contracaecum bioccai,428552,TRUE,Contracaecum bioccai,Contracaecum,Anisakidae,Rhabditida,Chromadorea
contracaecum rudolphii,142972,TRUE,Contracaecum rudolphii,Contracaecum,Anisakidae,Rhabditida,Chromadorea
contracaecum micropapillatum,142969,TRUE,Contracaecum micropapillatum,Contracaecum,Anisakidae,Rhabditida,Chromadorea
anaplasma phagocytophilum,948,TRUE,Anaplasma phagocytophilum,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
contracaecum septentrionale,142973,TRUE,Contracaecum septentrionale,Contracaecum,Anisakidae,Rhabditida,Chromadorea
andracantha gravida,500321,TRUE,Andracantha gravida,Andracantha,Polymorphidae,Polymorphida,Palaeacanthocephala
eimeria auritusi,373907,TRUE,Eimeria auritusi,Eimeria,Eimeriidae,Eucoccidiorida,Conoidasida
eimeria phalacrocoraxae,373908,TRUE,Eimeria phalacrocoraxae,Eimeria,Eimeriidae,Eucoccidiorida,Conoidasida
hysteromorpha triloba,234889,TRUE,Hysteromorpha triloba,Hysteromorpha,Diplostomidae,Diplostomida,Trematoda
galactosomum lacteum,232670,TRUE,Galactosomum lacteum,Galactosomum,Heterophyidae,Opisthorchiida,Trematoda
petasiger phalacrocoracis,235442,TRUE,Petasiger phalacrocoracis,Petasiger,Echinostomatidae,Plagiorchiida,Trematoda
contracaecum microcephalum,142968,TRUE,Contracaecum microcephalum,Contracaecum,Anisakidae,Rhabditida,Chromadorea
cryptosporidium meleagridis,93969,TRUE,Cryptosporidium meleagridis,Cryptosporidium,Cryptosporidiidae,Eucoccidiorida,Conoidasida
enterococcus phoeniculicola,154621,TRUE,Enterococcus phoeniculicola,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
prosthogonimus ovatus,99714,TRUE,Prosthogonimus ovatus,Prosthogonimus,Prosthogonimidae,Plagiorchiida,Trematoda
sarcocystis ovalis,501322,TRUE,Sarcocystis ovalis,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
haemoproteus picae,498204,TRUE,Haemoproteus picae,Haemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
leucocytozoon fringillinarum,587282,TRUE,Leucocytozoon fringillinarum,Leucocytozoon,Leucocytozoidae,Haemosporida,Aconoidasida
cryptosporidium muris,5808,TRUE,Cryptosporidium muris,Cryptosporidium,Cryptosporidiidae,Eucoccidiorida,Conoidasida
psittacus erithacus timneh papillomavirus,197772,TRUE,Thetapapillomavirus 1,Thetapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
volucribacter amazonae,256731,TRUE,Volucribacter amazonae,Volucribacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
volucribacter psittacicida,203482,TRUE,Volucribacter psittacicida,Volucribacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
haemoproteus sanguinis,379409,TRUE,Haemoproteus sanguinis,Haemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
paracoccidioides brasiliensis,121759,TRUE,Paracoccidioides brasiliensis,Paracoccidioides,NA,Onygenales,Eurotiomycetes
chandlerella quiscali,871019,TRUE,Chandlerella quiscali,Chandlerella,Onchocercidae,Rhabditida,Chromadorea
sarcocystis ramphastosi,498917,TRUE,Sarcocystis ramphastosi,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
entamoeba polecki,110769,TRUE,Entamoeba polecki,Entamoeba,Entamoebidae,Mastigamoebida,NA
acinetobacter venetianus,52133,TRUE,Acinetobacter venetianus,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
albidiferax ferrireducens,192843,TRUE,Rhodoferax ferrireducens,Rhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria
ewingella americana,41202,TRUE,Ewingella americana,Ewingella,Yersiniaceae,Enterobacterales,Gammaproteobacteria
janthinobacterium lividum,29581,TRUE,Janthinobacterium lividum,Janthinobacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria
lactobacillus gasseri,1596,TRUE,Lactobacillus gasseri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
pseudomonas brenneri,129817,TRUE,Pseudomonas brenneri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria
pseudomonas fragi,296,TRUE,Pseudomonas fragi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria
pseudomonas lundensis,86185,TRUE,Pseudomonas lundensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria
pseudomonas poae,200451,TRUE,Pseudomonas poae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria
stenotrophomonas maltophilia,40324,TRUE,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
streptococcus salivarius,1304,TRUE,Streptococcus salivarius,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli
streptococcus vestibularis,1343,TRUE,Streptococcus vestibularis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli
echinuria borealis,435723,TRUE,Echinuria borealis,Echinuria,Acuariidae,Rhabditida,Chromadorea
profilicollis botulus,449646,TRUE,Profilicollis botulus,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala
dirofilaria immitis,6287,TRUE,Dirofilaria immitis,Dirofilaria,Onchocercidae,Rhabditida,Chromadorea
contracaecum pelagicum,428553,TRUE,Contracaecum pelagicum,Contracaecum,Anisakidae,Rhabditida,Chromadorea
haemoproteus turtur,379411,TRUE,Haemoproteus turtur,Haemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
borrelia hermsii,140,TRUE,Borrelia hermsii,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia
japanese encephalitis virus,11072,TRUE,Japanese encephalitis virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
mycoplasma sturni,39047,TRUE,Mycoplasma sturni,Mycoplasmopsis,Mycoplasmataceae,Mycoplasmatales,Mollicutes
prosthogonimus cuneatus,232414,TRUE,Prosthogonimus cuneatus,Prosthogonimus,Prosthogonimidae,Plagiorchiida,Trematoda
lyperosomum collurionis,232698,TRUE,Lyperosomum collurionis,Lyperosomum,Dicrocoeliidae,Plagiorchiida,Trematoda
duck hepatitis b virus,12639,TRUE,Duck hepatitis B virus,Avihepadnavirus,Hepadnaviridae,Blubervirales,Revtraviricetes
bacillus licheniformis,1402,TRUE,Bacillus licheniformis,Bacillus,Bacillaceae,Bacillales,Bacilli
enterobacter cloacae,550,TRUE,Enterobacter cloacae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
rothia nasimurium,85336,TRUE,Rothia nasimurium,Rothia,Micrococcaceae,Micrococcales,Actinomycetia
staphylococcus aureus,1280,TRUE,Staphylococcus aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli
ascaridia compar,544313,TRUE,Ascaridia compar,Ascaridia,Ascaridiidae,Rhabditida,Chromadorea
borrelia americana,478807,TRUE,Borreliella americana,Borreliella,Borreliaceae,Spirochaetales,Spirochaetia
achromobacter xylosoxidans,85698,TRUE,Achromobacter xylosoxidans,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
dilepis undula,137577,TRUE,Dilepis undula,Dilepis,Dilepididae,Cyclophyllidea,Cestoda
haemoproteus minutus,389270,TRUE,Haemoproteus minutus,Parahaemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
leucochloridium perturbatum,138584,TRUE,Leucochloridium perturbatum,Leucochloridium,Leucochloridiidae,Diplostomida,Trematoda
brachylecithum mosquensis,660653,TRUE,Brachylecithum mosquensis,Brachylecithum,Dicrocoeliidae,Plagiorchiida,Trematoda
reticuloendotheliosis virus,11636,TRUE,Reticuloendotheliosis virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
enterococcus casseliflavus,37734,TRUE,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
parahaemoproteus vireonis,587285,TRUE,Parahaemoproteus vireonis,Parahaemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
haemoproteus fringillae,498205,TRUE,Haemoproteus fringillae,Haemoproteus,Haemoproteidae,Haemosporida,Aconoidasida
western equine encephalitis virus,11039,TRUE,Western equine encephalitis virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes
pseudomonas putida,303,TRUE,Pseudomonas putida,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria
brachyspira alvinipulli,84379,TRUE,Brachyspira alvinipulli,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
brachyspira hyodysenteriae,159,TRUE,Brachyspira hyodysenteriae,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
brachyspira intermedia,84377,TRUE,Brachyspira intermedia,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
brachyspira pulli,310721,TRUE,Brachyspira pulli,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
brachyspira suanatina,381802,TRUE,Brachyspira suanatina,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
cellulosimicrobium funkei,264251,TRUE,Cellulosimicrobium funkei,Cellulosimicrobium,Promicromonosporaceae,Micrococcales,Actinomycetia
duck hepatitis a virus,691956,TRUE,Avihepatovirus A,Avihepatovirus,Picornaviridae,Picornavirales,Pisoniviricetes
enterococcus faecalis,1351,TRUE,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
infectious bursal disease virus,10995,TRUE,Infectious bursal disease virus,Avibirnavirus,Birnaviridae,NA,NA
leucocytozoon simondi,195948,TRUE,Leucocytozoon simondi,Leucocytozoon,Leucocytozoidae,Haemosporida,Aconoidasida
pasteurella multocida,747,TRUE,Pasteurella multocida,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
sarcocystis rileyi,805401,TRUE,Sarcocystis rileyi,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
turkey astrovirus,70793,TRUE,Turkey astrovirus,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
avian paramyxovirus 6,2560316,TRUE,Avian metaavulavirus 6,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
bacillus fordii,254759,TRUE,Bacillus fordii,Bacillus,Bacillaceae,Bacillales,Bacilli
brachyspira innocens,13264,TRUE,Brachyspira innocens,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
chicken astrovirus,336959,TRUE,Chicken astrovirus,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
enterococcus hirae,1354,TRUE,Enterococcus hirae,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
gallibacterium anatis,750,TRUE,Gallibacterium anatis,Gallibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
gallibacterium salpingitidis,505341,TRUE,Gallibacterium salpingitidis,Gallibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
megamonas hypermegale,158847,TRUE,Megamonas hypermegale,Megamonas,Selenomonadaceae,Selenomonadales,Negativicutes
mycoplasma anatis,171279,TRUE,Mycoplasma anatis,Mycoplasmopsis,Mycoplasmataceae,Mycoplasmatales,Mollicutes
psilochasmus oxyurus,99736,TRUE,Psilochasmus oxyurus,Psilochasmus,Psilostomidae,Plagiorchiida,Trematoda
tanaisia fedtschenkoi,197552,TRUE,Tanaisia fedtschenkoi,Tanaisia,Eucotylidae,Plagiorchiida,Trematoda
tembusu virus,64293,TRUE,Tembusu virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
veillonella parvula,29466,TRUE,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes
vibrio cholerae,666,TRUE,Vibrio cholerae,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
cochlosoma anatis,227314,TRUE,Cochlosoma anatis,Cochlosoma,Trichomonadidae,Trichomonadida,NA
anaplasma marginale,770,TRUE,Anaplasma marginale,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
bluetongue virus,40051,TRUE,Bluetongue virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes
brucella abortus,235,TRUE,Brucella abortus,Brucella,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria
histophilus somni,731,TRUE,Histophilus somni,Histophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
mycobacterium bovis,1773,TRUE,Mycobacterium tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
ovine herpesvirus 2,10398,TRUE,Ovine gammaherpesvirus 2,Macavirus,Herpesviridae,Herpesvirales,Herviviricetes
anaplasma bovis,186733,TRUE,Anaplasma bovis,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
trichostrongylus axei,40349,TRUE,Trichostrongylus axei,Trichostrongylus,Trichostrongylidae,Strongylida,Chromadorea
arcanobacterium bialowiezense,312285,TRUE,Trueperella bialowiezensis,Trueperella,Actinomycetaceae,Actinomycetales,Actinomycetia
arcanobacterium bonasi,312286,TRUE,Trueperella bonasi,Trueperella,Actinomycetaceae,Actinomycetales,Actinomycetia
arcanobacterium pyogenes,1661,TRUE,Trueperella pyogenes,Trueperella,Actinomycetaceae,Actinomycetales,Actinomycetia
border disease virus,2170083,TRUE,Pestivirus D,Pestivirus,Flaviviridae,Amarillovirales,Flasuviricetes
bovine papillomavirus 5,40537,TRUE,Epsilonpapillomavirus 1,Epsilonpapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
babesia bigemina,5866,TRUE,Babesia bigemina,Babesia,Babesiidae,Piroplasmida,Aconoidasida
babesia bovis,5865,TRUE,Babesia bovis,Babesia,Babesiidae,Piroplasmida,Aconoidasida
bunostomum phlebotomum,577651,TRUE,Bunostomum phlebotomum,Bunostomum,Ancylostomatidae,Strongylida,Chromadorea
cooperia punctata,96640,TRUE,Cooperia punctata,Cooperia,Cooperiidae,Strongylida,Chromadorea
dermatophilus congolensis,1863,TRUE,Dermatophilus congolensis,Dermatophilus,Dermatophilaceae,Micrococcales,Actinomycetia
