Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
cottontail rabbit papillomavirus,cottontail rabbit papillomavirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cotylogaster basiri,cotylogaster basiri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cougourdella polycentropi,cougourdella polycentropi,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cranifera cranifera,cranifera cranifera,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crassicutis archosargi,crassicutis archosargi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crassicutis choudhuryi,crassicutis choudhuryi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crassicutis cichlasomae,crassicutis cichlasomae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,"GT,MX,CR,BZ"
craterostomum acuticaudatum,craterostomum acuticaudatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crenosoma mephitidis,crenosoma mephitidis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
crenosoma striatum,crenosoma striatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crenosoma vulpis,crenosoma vulpis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crepidobothrium eirasi,crepidobothrium eirasi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BR
crepidostomum cooperi,crepidostomum cooperi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,"CA,US"
crepidostomum cornutum,crepidostomum cornutum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crithidia bombi,crithidia bombi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crithidia mellificae,crithidia mellificae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Eastern Asia","PA,CN,JP,KR"
crocebacterium ilecola,crocebacterium ilecola,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crossobothrium longicolle,crossobothrium longicolle,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
crusziella formosa,crusziella formosa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cryptobia helicis,cryptobia helicis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
cryptococcus bestiolae,cryptococcus bestiolae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cryptococcus dejecticola,cryptococcus dejecticola,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cryptococcus flavescens,cryptococcus flavescens,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Eastern Asia, Eastern Europe, Southern Europe, Western Europe","BY,AT,BR,CN,PT,IT"
cryptococcus luteolus,cryptococcus luteolus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
cryptococcus oeirensis,cryptococcus oeirensis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Western Europe","RU,AT"
cryptococcus victoriae,cryptococcus victoriae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe, Southern Europe, Western Europe","DE,PT,IT,FR,RU,AT,CN,JP,TW"
cryptosporidium baileyi,cryptosporidium baileyi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Eastern Europe, Northern Europe, Western Europe, Australia and New Zealand","JP,AU,BR,CZ,US,BE,CN,HU,GB"
cryptosporidium galli,cryptosporidium galli,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
cryptosporidium molnari,cryptosporidium molnari,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cryptosporidium ryanae,cryptosporidium ryanae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Northern America, Eastern Asia, Western Asia","US,CN,TR,EG"
cryptosporidium saurophilum,cryptosporidium saurophilum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Western Europe","US,DE"
cryptosporidium serpentis,cryptosporidium serpentis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cryptosporidium struthionis,cryptosporidium struthionis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
cryptosporidium suis,cryptosporidium suis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe","CN,CZ"
cryptosporidium wrairi,cryptosporidium wrairi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia","US,CN"
cryptosporidium xiaoi,cryptosporidium xiaoi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe, Southern Europe","CN,ES,RO"
ctenotaenia marmotae,ctenotaenia marmotae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,PT
culicospora magna,culicospora magna,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
culicosporella lunata,culicosporella lunata,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cunninghamella echinulata,cunninghamella echinulata,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cunninghamella elegans,cunninghamella elegans,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,ID
curtobacterium citreum,curtobacterium citreum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Asia","CN,MA"
curtobacterium flaccumfaciens,curtobacterium flaccumfaciens,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Southern Asia, Western Asia, Southern Europe, Western Europe","IL,CN,BR,DE,IR,ES,FR,JP,US"
cyanobacterium bbt,cyanobacterium bbt,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cyathocephalus truncatus,cyathocephalus truncatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Western Europe","RU,CH"
cyathostomum catinatum,cyathostomum catinatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
cyathostomum labiatum,cyathostomum labiatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cyathostomum pateratum,cyathostomum pateratum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
cyathostomum tetracanthum,cyathostomum tetracanthum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cyclocoelum mutabile,cyclocoelum mutabile,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
cycloposthium bipalmatum,cycloposthium bipalmatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cydia pomonella granulovirus,cydia pomonella granulovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicocyclus ashworthi,cylicocyclus ashworthi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicocyclus insigne,cylicocyclus insigne,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
cylicocyclus insignis,cylicocyclus insignis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicocyclus leptostomus,cylicocyclus leptostomus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicocyclus nassatus,cylicocyclus nassatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
cylicodontophorus bicoronatus,cylicodontophorus bicoronatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicospirura felineus,cylicospirura felineus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicospirura subaequalis,cylicospirura subaequalis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicostephanus calicatus,cylicostephanus calicatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cylicostephanus goldi,cylicostephanus goldi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
cylindrocladiella peruviana,cylindrocladiella peruviana,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, South America","BR,ZA"
cyllamyces aberensis,cyllamyces aberensis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cypovirus 1,cypovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"CN,TW"
cypovirus 14,cypovirus 14,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
cypovirus 15,cypovirus 15,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cypovirus 4,cypovirus 4,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,IN
cypovirus 5,cypovirus 5,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
cyprinid herpesvirus 2,cyprinid herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia","CN,US"
cyprinid herpesvirus 3,cyprinid herpesvirus 3,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia","KR,JP,IN,TW,ID,US,VN,IL,CN"
cystocaulus ocreatus,cystocaulus ocreatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cystoisospora felis,cystoisospora felis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cystoisospora ohioensis,cystoisospora ohioensis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cystoisospora rivolta,cystoisospora rivolta,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cystoisospora suis,cystoisospora suis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,IT
cystoisospora timoni,cystoisospora timoni,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cystoopsis atractostei,cystoopsis atractostei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cystosporogenes legeri,cystosporogenes legeri,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cystosporogenes operophterae,cystosporogenes operophterae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
cytauxzoon felis,cytauxzoon felis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America","BR,US"
cytauxzoon manul,cytauxzoon manul,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,MN
dactylogyroides longicirrus,dactylogyroides longicirrus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,IN
dactylogyrus achmerowi,dactylogyrus achmerowi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus amphibothrium,dactylogyrus amphibothrium,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus anchoratus,dactylogyrus anchoratus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus auriculatus,dactylogyrus auriculatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus borealis,dactylogyrus borealis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus caballeroi,dactylogyrus caballeroi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus carpathicus,dactylogyrus carpathicus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus chondrostomi,dactylogyrus chondrostomi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus chranilowi,dactylogyrus chranilowi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus cornoides,dactylogyrus cornoides,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus cornu,dactylogyrus cornu,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus crivellius,dactylogyrus crivellius,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,BG
dactylogyrus crucifer,dactylogyrus crucifer,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus cryptomeres,dactylogyrus cryptomeres,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus difformis,dactylogyrus difformis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus difformoides,dactylogyrus difformoides,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus distinguendus,dactylogyrus distinguendus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus dulkeiti,dactylogyrus dulkeiti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus dyki,dactylogyrus dyki,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,BG
dactylogyrus ergensi,dactylogyrus ergensi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus extensus,dactylogyrus extensus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus falcatus,dactylogyrus falcatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus fallax,dactylogyrus fallax,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus folkmanovae,dactylogyrus folkmanovae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus formosus,dactylogyrus formosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus fraternus,dactylogyrus fraternus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus hemiamphibothrium,dactylogyrus hemiamphibothrium,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus inexpectatus,dactylogyrus inexpectatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus intermedius,dactylogyrus intermedius,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus inversus,dactylogyrus inversus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
dactylogyrus izjumovae,dactylogyrus izjumovae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus kikuchii,dactylogyrus kikuchii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
dactylogyrus lamellatus,dactylogyrus lamellatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe","CZ,CN"
dactylogyrus malleus,dactylogyrus malleus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus minor,dactylogyrus minor,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus nanoides,dactylogyrus nanoides,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus nanus,dactylogyrus nanus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus parvus,dactylogyrus parvus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus petenyi,dactylogyrus petenyi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,BG
dactylogyrus petruschewskyi,dactylogyrus petruschewskyi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
dactylogyrus propinquus,dactylogyrus propinquus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus prostae,dactylogyrus prostae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus ramulosus,dactylogyrus ramulosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus rarissimus,dactylogyrus rarissimus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus rutili,dactylogyrus rutili,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus similis,dactylogyrus similis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus sphyrna,dactylogyrus sphyrna,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
dactylogyrus squameus,dactylogyrus squameus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus tuba,dactylogyrus tuba,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus vastator,dactylogyrus vastator,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus vistulae,dactylogyrus vistulae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus vranoviensis,dactylogyrus vranoviensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus wunderi,dactylogyrus wunderi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dactylogyrus zandti,dactylogyrus zandti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
daldinia childiae,daldinia childiae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Europe","CZ,TW,US"
daldinia decipiens,daldinia decipiens,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,DK
dasymetra nicolli,dasymetra nicolli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
dasyrhynchus giganteus,dasyrhynchus giganteus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dasyrhynchus variouncinatus,dasyrhynchus variouncinatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
dasytricha ruminantium,dasytricha ruminantium,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
davidiella tassiana,davidiella tassiana,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","ES,AQ,AT,NL,CH,SA,NZ,CZ,DE,US,SE,JP,GB,AU,LT,GL,RU,SI"
deefgea chitinilytica,deefgea chitinilytica,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
deerpox virus w-848-83,deerpox virus w-848-83,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
deformed wing,deformed wing,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
degeneria halosauri,degeneria halosauri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
deinococcus proteolyticus,deinococcus proteolyticus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
deinococcus xinjiangensis,deinococcus xinjiangensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
deladenus siricidicola,deladenus siricidicola,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Australia and New Zealand","CA,AU"
delftia lacustris,delftia lacustris,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Africa,SD
deltotrichonympha nana,deltotrichonympha nana,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
deltotrichonympha operculata,deltotrichonympha operculata,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
dendritobilharzia pulverulenta,dendritobilharzia pulverulenta,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Western Europe","FR,US"
dendromonocotyle bradsmithi,dendromonocotyle bradsmithi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
dentiphilometra monopteri,dentiphilometra monopteri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
deretrema nahaense,deretrema nahaense,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
dermatophilus crocodyli,dermatophilus crocodyli,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dermocystidium percae,dermocystidium percae,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dermophthirius penneri,dermophthirius penneri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
derogenes varicus,derogenes varicus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
desmozoon lepeophtherii,desmozoon lepeophtherii,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
desulfoluna spongiiphila,desulfoluna spongiiphila,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
desulfovibrio desulfuricans,desulfovibrio desulfuricans,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,IN
desulfovibrio intestinalis,desulfovibrio intestinalis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Asia, Western Europe","PK,DE"
desulfovibrio termitidis,desulfovibrio termitidis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
devescovina arta,devescovina arta,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
devescovina lepida,devescovina lepida,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
diadromus pulchellus ascovirus 4a,diadromus pulchellus ascovirus 4a,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dicelis lovatiana,dicelis lovatiana,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,RU
diclidophora denticulata,diclidophora denticulata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
diclidophora luscae,diclidophora luscae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
diclidophora minor,diclidophora minor,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
dicrogaster contracta,dicrogaster contracta,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
dicrogaster perpusilla,dicrogaster perpusilla,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
dictyocaulus arnfieldi,dictyocaulus arnfieldi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dictyocaulus capreolus,dictyocaulus capreolus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dictyocaulus eckerti,dictyocaulus eckerti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dictyocaulus filaria,dictyocaulus filaria,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Western Europe, Australia and New Zealand","FR,GB,AU"
dictyocaulus noerneri,dictyocaulus noerneri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
dictyocaulus viviparus,dictyocaulus viviparus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern Europe, Western Europe","BR,DE,SE"
dictyocoela berillonum,dictyocoela berillonum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dictyocoela cavimanum,dictyocoela cavimanum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
dictyocoela duebenum,dictyocoela duebenum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dictyocoela gammarellum,dictyocoela gammarellum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
dictyocoela muelleri,dictyocoela muelleri,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
dictyocotyle coeliaca,dictyocotyle coeliaca,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
dicyema japonicum,dicyema japonicum,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
dicyema koshidai,dicyema koshidai,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
dicyemodeca antinocephalum,dicyemodeca antinocephalum,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
didelphostrongylus hayesi,didelphostrongylus hayesi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
didymobothrium rudolphii,didymobothrium rudolphii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
didymocrea sadasivanii,didymocrea sadasivanii,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
didymozoon scombri,didymozoon scombri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
diesingium lomentaceum,diesingium lomentaceum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
digramma interrupta,digramma interrupta,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe","CN,RU"
dilepis undula,dilepis undula,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
dinurus longisinus,dinurus longisinus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Caribbean,JM
dioecotaenia campbelli,dioecotaenia campbelli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dioecotaenia cancellata,dioecotaenia cancellata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dioncopseudobenedenia kala,dioncopseudobenedenia kala,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
dipetalonema dracunculoides,dipetalonema dracunculoides,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
