Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
enterobacter cloacae,enterobacter cloacae,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,"Northern Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","IN,PK,SE,NL,AR,DE,MX,CN,IT,JP,SK,FR,CZ,PT,US,MY,AT,DZ,BR,RU,TW,GB"
enterobius vermicularis,enterobius vermicularis,helminth,1,1,1,1,1,1,enterobiasis,"environment, airborne, sexual, fecal-oral",0,0,NA,0,NA,1,NA,NA
enterococcus casseliflavus,enterococcus casseliflavus,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,"Western Africa, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Northern Europe, Southern Europe","MY,TW,NG,US,IN,JP,PK,DK,IT"
enterococcus faecalis,enterococcus faecalis,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
enterococcus faecium,enterococcus faecium,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","PK,BR,CN,IN,GR,KR,GH,TW,TN,GB,US,NG,RU,DE,MX,ES,IR,IT,FR,TH,NO,JP,AR,NL,UG,TR,DK,CA,IE,GE,PT,SG"
enterococcus hirae,enterococcus hirae,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,"Eastern Africa, South America, Northern America, Eastern Asia, Southern Europe","ES,AR,UG,JP,US,BR"
enterococcus mundtii,enterococcus mundtii,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,"Northern America, Eastern Asia, Southern Asia","US,JP,IN"
enterovirus b,enterovirus b,virus,1,1,1,1,0,1,NA,NA,0,0,NA,0,NA,0,NA,NA
enterovirus c,enterovirus c,virus,1,1,1,1,0,1,enterovirus,"fecal-oral, direct",0,0,NA,0,NA,0,NA,NA
erysipelothrix rhusiopathiae,erysipelothrix rhusiopathiae,bacteria/rickettsia,1,1,0,1,1,1,erysipeloid,food,1,0,NA,0,NA,1,,
escherichia coli,escherichia coli,bacteria/rickettsia,1,1,1,1,1,1,multiple (diarrhea),"food, water, fecal-oral",1,0,NA,0,NA,1,NA,NA
eucoleus aerophilus,eucoleus aerophilus,helminth,1,1,1,1,1,1,capillariasis (extraintestinal),environment,1,0,NA,0,NA,1,NA,NA
eustrongylides sp.,eustrongylides sp.,helminth,1,0,1,1,1,1,anisakiasis,food,1,0,NA,0,NA,1,,
fasciola gigantica,fasciola gigantica,helminth,1,1,1,1,1,1,fascioliasis,"food, water",1,1,NA,1,fascioliasis,1,NA,NA
fasciola hepatica,fasciola hepatica,helminth,1,1,1,1,1,1,fascioliasis,"food, water",1,1,NA,1,fascioliasis,1,NA,NA
fasciolopsis sp.,fasciolopsis sp.,helminth,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
francisella tularensis,francisella tularensis,bacteria/rickettsia,1,1,1,1,1,1,tularemia,"vector, food, water, respiratory, direct",1,1,"deer fly (chrysops), tick, mosquito",1,tularemia (type b),1,NA,NA
fusobacterium necrophorum,fusobacterium necrophorum,bacteria/rickettsia,1,1,1,1,1,1,various,NA,0,0,NA,0,NA,1,"Eastern Asia, Southern Asia","CN,IN"
fusobacterium sp.,fusobacterium sp.,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
gemella morbillorum,gemella morbillorum,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
giardia intestinalis,giardia intestinalis,protozoa,1,1,1,1,1,1,giardiasis,"food, water, environment",1,0,NA,0,NA,1,NA,NA
gnathastoma sp.,gnathastoma sp.,helminth,1,0,1,1,1,1,gnathostomiasis,"food, direct",1,0,NA,0,NA,0,NA,NA
gnathostoma doloresi,gnathostoma doloresi,helminth,1,1,1,1,1,1,gnathostomiasis,"food, direct",1,0,NA,0,NA,1,NA,NA
gnathostoma spinigerum,gnathostoma spinigerum,helminth,1,1,1,1,1,1,gnathostomiasis,"food, direct",1,0,NA,0,NA,1,"Northern America, Eastern Asia, South-eastern Asia","CN,JP,TH,PH,US,ID"
gongylonema pulchrum,gongylonema pulchrum,helminth,1,1,1,1,1,1,gongylonemiasis,food,1,0,NA,0,NA,1,NA,NA
haemonchus contortus,haemonchus contortus,helminth,1,1,1,1,1,1,trichostrongyliasis,"water, food, environment",1,0,NA,0,NA,1,NA,NA
haemophilus sp.,haemophilus sp.,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
hafnia alvei,hafnia alvei,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
hepatitis b,hepatitis b,virus,1,1,1,1,1,1,hepatitis b,"direct, sexual, blood",1,0,NA,0,NA,0,NA,NA
heterobilharzia americana,heterobilharzia americana,helminth,1,1,1,1,1,1,cercarial dermatitis (swimmer's itch),,1,0,NA,0,NA,1,NA,NA
human alphaherpesvirus 1,human herpesvirus 1,virus,1,1,1,1,0,1,"herpes simplex encephalitis, herpes simplex","direct, sexual",0,0,NA,0,NA,0,"Eastern Africa, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","JP,SE,DE,KR,US,GB,SK,ES,FR,CN,IN,NL,KE,AU,SG,TW"
human alphaherpesvirus 2,human herpesvirus 2,virus,1,1,1,1,0,1,"herpes simplex encephalitis, herpes simplex","direct, sexual",0,0,NA,0,NA,0,,
human gammaherpesvirus 4,human gammaherpesvirus 4,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
human gammaherpesvirus 8,human gammaherpesvirus 8,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
human immunodeficiency virus 1,human immunodeficiency virus 1,virus,1,1,1,1,0,1,hiv/aids,"blood, sexual",0,0,NA,0,NA,0,NA,NA
human mastadenovirus a,human mastadenovirus a,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus b,human mastadenovirus b,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus c,human mastadenovirus c,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus d,human mastadenovirus d,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus e,human mastadenovirus e,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus f,human mastadenovirus f,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human metapneumovirus,human metapneumovirus,virus,1,0,1,1,0,1,metapneumovirus infection,"fluids, respiratory",0,0,NA,0,NA,0,NA,NA
human parainfluenza virus 1,human parainfluenza virus 1,virus,1,1,1,1,0,1,parainfluenza virus infection,respiratory,0,0,NA,0,NA,0,"Northern America, Southern Asia","IN,US"
human parainfluenza virus 2,human parainfluenza virus 2,virus,1,1,1,1,0,1,parainfluenza virus infection,respiratory,0,0,NA,0,NA,0,,
human parainfluenza virus 3,human parainfluenza virus 3,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
human respiratory syncytial,human respiratory syncytial,virus,1,1,1,1,0,1,human respiratory syncytial virus infection,"fluids, respiratory",0,0,NA,0,NA,0,NA,NA
hymenolepis diminuta,hymenolepis diminuta,helminth,1,1,1,1,1,1,hymenolepis diminuta infection,food,1,0,NA,0,NA,1,NA,NA
hymenolepis nana,hymenolepis nana,helminth,1,1,1,1,1,1,hymenolepis nana,"food, water, fecal-oral",1,0,NA,0,NA,1,"Northern Africa, Central America, South America, Northern America, Eastern Asia, Southern Asia, Western Asia","IR,JP,US,EG,MX,BR,TR"
japanese encephalitis,japanese encephalitis,virus,1,1,1,1,1,1,japanese encephalitis,vector,1,1,"mosquito (aedes spp., anopheles barbirostris and hyrcanus groups, culex tritaeniorhynchus group and cu. annulus)",1,japanese encephalitis,1,NA,NA
kingella kingae,kingella kingae,bacteria/rickettsia,1,0,1,1,0,1,kingella infection,endogenous,0,0,NA,0,NA,0,,
klebsiella pneumoniae,klebsiella pneumoniae,bacteria/rickettsia,1,1,1,1,1,1,"pneumonia, rhinoscleroma ","environment, respiratory",0,0,NA,0,NA,1,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","KE,BG,IR,IN,NL,DE,NZ,AU,GB,GR,MX,CO,JP,PL,MY,PT,TH,ES,BR,IQ,ZA,US,IE,CN,FR,UG,SE,AT,DK,TW,GA,SG,TN,TR,VN,CA,IT,BD,SA,TT,HK,SN,NG,PR,HR,MV"
klebsiella sp.,klebsiella sp.,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
lactobacillus sp.,lactobacillus sp.,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
lagochilascaris sp.,lagochilascaris sp.,helminth,1,0,1,1,1,1,lagochilascariasis,"environmental, food",1,0,NA,0,NA,1,NA,NA
leishmania braziliensis,leishmania braziliensis,protozoa,1,1,1,1,1,1,mutocutaneous leishmaniasis,vector,1,1,sandfly (lutzomyia or psychodopygus),1,cutaneous leishmaniasis,1,"Central America, South America","CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,BZ,GT,HN,SV,NI,CR,PA,MX"
leishmania chagasi,leishmania chagasi,protozoa,1,1,1,1,1,1,visceral leishmaniasis (kala azar),vector,1,1,sandfly,1,visceral leishmaniasis,1,NA,NA
leishmania donovani,leishmania donovani,protozoa,1,1,1,1,1,1,visceral leishmaniasis (kala azar),vector,1,1,"sandfly (phlebotomus, lutzomyia)",1,visceral leishmaniasis,1,"Northern Africa, Eastern Africa, Middle Africa, Western Africa, Central Asia, South-eastern Asia, Southern Asia, Eastern Europe, South America, Eastern Asia, Western Asia, Northern Europe, Southern Europe, Western Europe","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,CD,CG,GA,GQ,CM,CF,SS,SD,TD,MA,DZ,TN,LY,EG,KZ,RU,UZ,TM,TJ,KG,PK,AF,MM,TH,LA,KH,VN,MY,PH,BN,SA,IN,CN,LB,IR,FR,PT,BD,IT,BR,IQ,DJ,BT,LK,CY,GB,MV"
leishmania infantum,leishmania infantum,protozoa,1,1,1,1,1,1,visceral leishmaniasis (kala azar),vector,1,1,"sandfly (phlebotomus, lutzomyia)",1,visceral leishmaniasis,1,NA,NA
leishmania mexicana,leishmania mexicana,protozoa,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,"Central America, South America, Northern America","MX,BZ,PA,BR,GT,US"
leishmania shawi,leishmania shawi,protozoa,1,0,1,1,1,1,leishmaniasis,vector,1,1,sandfly (Lutzomyia),0,NA,1,NA,NA
leishmania sp.,leishmania sp.,protozoa,1,0,1,1,1,1,leishmaniasis,vector,1,1,sandfly,1,leishmaniasis,0,NA,NA
leptospira borgpetersenii,leptospira borgpetersenii,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,0,NA,1,leptospirosis,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia, Eastern Asia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,JP,CN"
leptospira canicola,leptospira canicola,bacteria/rickettsia,1,0,1,1,1,1,leptospirosis,"water, environment",1,0,NA,1,leptospirosis,0,NA,NA
leptospira grippotyphosa,leptospira grippotyphosa,bacteria/rickettsia,1,0,1,1,1,1,leptospirosis,"water, environment",1,0,NA,1,leptospirosis,0,NA,NA
leptospira icterohaemorrhagiae,leptospira icterohaemorrhagiae,bacteria/rickettsia,1,0,1,1,1,1,leptospirosis,"water, environment",1,0,NA,1,leptospirosis,0,NA,NA
leptospira interrogans,leptospira interrogans,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,0,NA,1,leptospirosis,1,NA,NA
leptospira sp.,leptospira sp.,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environment",1,0,NA,1,leptospirosis,1,NA,NA
listeria ivanovii,listeria ivanovii,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,"Eastern Asia, Western Europe","CN,FR"
listeria monocytogenes,listeria monocytogenes,bacteria/rickettsia,1,1,1,1,1,1,listeriosis,"food, water, fluids",1,0,NA,0,NA,1,NA,NA
loa loa,loa loa,helminth,1,1,1,1,1,1,loiasis,vector,0,1,deer fly (chrysops),1,loiasis,1,NA,NA
lymphocytic choriomeningitis mammarenavirus,lymphocytic choriomeningitis,virus,1,1,1,1,1,1,lymphocytic choriomeningitis,"direct, food, respiratory",1,0,NA,1,encephalitis,1,"Northern Africa, Eastern Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,JP"
lysinibacillus sphaericus,lysinibacillus sphaericus,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,0,NA,0,NA,0,"Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","PK,IN,CN,GB,DE,MX,MY,US,ES,CO,FI,JP,AR,SG,RU,BR"
macracanthorhynchus hirudinaceus,macracanthorhynchus hirudinaceus,helminth,1,1,1,1,1,1,acanthocephalan infection,food,1,0,NA,0,NA,1,NA,NA
macracanthorhynchus ingens,macracanthorhynchus ingens,helminth,1,0,1,1,1,1,acanthocephalan infection,food,1,0,NA,0,NA,1,NA,NA
mammalian 1 bornavirus,borna,virus,1,1,1,1,1,1,borna virus encephalitis,unknown,1,0,NA,1,none reported,1,NA,NA
mammomonogamous sp.,mammomonogamus sp.,helminth,1,1,0,1,1,1,mammomonogamiasis,"food, water",1,0,NA,0,NA,1,,
mannheimia haemolytica,mannheimia haemolytica,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
mansonella streptocercum,mansonella streptocercum,helminth,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
marburg marburgvirus,marburg,virus,1,1,1,1,1,1,marburg virus disease,"direct, environmental, fluids, respiratory",1,0,NA,1,marburg virus,1,NA,NA
marshallagia marshalli,marshallagia marshalli,helminth,1,0,1,1,1,1,trichostrongyliasis,"water, food, direct",1,0,NA,0,NA,1,NA,NA
mayaro,mayaro,virus,1,1,1,1,1,1,mayaro,vector,1,1,mosquito (Haemagogus janthinomys),1,Mayaro Fever,1,NA,NA
measles,measles,virus,1,0,1,1,1,1,measles,respiratory,0,0,NA,0,NA,1,,
meningonema peruzzii,meningonema peruzzii,helminth,1,0,1,1,1,1,mansonelliasis,vector,1,1,midge (culicoides),0,NA,1,Western Africa,
mesocestoides lineatus,mesocestoides lineatus,helminth,1,1,1,1,1,1,taeniasis,food,1,0,NA,0,NA,1,NA,NA
mesocestoides variabilis,mesocestoides variabilis,helminth,1,0,1,1,1,1,taeniasis,food,1,0,NA,0,NA,1,NA,NA
metagonimus miyata,metagonimus_miyatai,helminth,1,0,1,1,1,1,metagonimiasis,food,1,0,NA,0,NA,0,,
metagonimus takahashii,metagonimus takahashii,helminth,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
metagonimus yokogawai,metagonimus yokogawai,helminth,1,1,1,1,1,1,metagonimiasis,food,1,0,NA,0,NA,1,NA,NA
metastrongylus elongatus,metastrongylus elongatus,helminth,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
metorchis albidus,metorchis albidus,helminth,1,0,1,1,1,1,metorchiasis,food,1,0,NA,0,NA,1,NA,NA
metorchis conjunctus,metorchis conjunctus,helminth,1,0,1,1,1,1,metorchiasis,food,1,0,NA,0,NA,1,NA,NA
micrococcus luteus,micrococcus luteus,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,"Northern Africa, Caribbean, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","CN,AU,GB,JP,DE,ES,FI,NL,PT,SJ,BR,IN,BS,AT,HU,SA,MA,AQ,FR,MY,KR,US"
moniezia expansa,moniezia expansa,helminth,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
moniliformis moniliformis,moniliformis moniliformis,helminth,1,0,1,1,1,1,acanthocephalan infection,food,1,0,NA,0,NA,1,NA,NA
monkeypox,monkeypox,virus,1,1,1,1,1,1,monkeypox,"direct, respiratory",1,0,NA,1,monkeypox,1,NA,NA
moraxella atlantae,moraxella atlantae,bacteria/rickettsia,1,0,1,NA,NA,NA,,,NA,0,,NA,,0,,
moraxella bovis,moraxella bovis,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,"South America, Northern America","US,UY"
moraxella catarrhalis,moraxella catarrhalis,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moraxella cuniculi,moraxella cuniculi,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moraxella lacunata,moraxella lacunata,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,,
moraxella nonliquefaciens,moraxella nonliquefaciens,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moraxella osloensis,moraxella osloensis,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,"Eastern Asia, Northern Europe, Western Europe","DE,AT,GB,CN"
moraxella ovis,moraxella ovis,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
morganella morganii,morganella morganii,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
mumps,mumps,virus,1,1,1,1,0,1,mumps,respiratory,0,0,NA,0,NA,0,NA,NA
mycobacterium avium,mycobacterium avium,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,NA,0,0,NA,0,NA,1,NA,NA
mycobacterium bovis,mycobacterium bovis,bacteria/rickettsia,1,1,1,1,1,1,tuberculosis,"respiratory, food",1,0,NA,0,NA,1,NA,NA
mycobacterium chelonae,mycobacterium chelonae,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,0,NA,0,NA,1,NA,NA
mycobacterium fortuitum,mycobacterium fortuitum,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,0,NA,0,NA,1,NA,NA
mycobacterium haemophilum,mycobacterium haemophilum,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,NA,0,0,NA,0,NA,1,Northern America,US
mycobacterium kansaii,mycobacterium kansaii,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,,
mycobacterium scrofulaceum,mycobacterium scrofulaceum,bacteria/rickettsia,1,1,1,1,1,1,mycobacteriosis,"food, water, environment",0,0,NA,0,NA,1,NA,NA
mycobacterium smegmatis,mycobacterium smegmatis,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,0,NA,0,NA,1,NA,NA
mycobacterium tuberculosis,mycobacterium tuberculosis,bacteria/rickettsia,1,1,1,1,1,1,tuberculosis,"respiratory, food",0,0,NA,0,NA,1,NA,NA
mycoplasma arginini,mycoplasma arginini,bacteria/rickettsia,1,1,1,1,0,1,laryngotracheobronchitis,respiratory,0,0,NA,0,NA,0,,
mycoplasma fermentans,mycoplasma fermentans,bacteria/rickettsia,1,0,1,1,1,1,mycoplasma infection,"direct, sexual, respiratory",0,0,NA,0,NA,1,,
mycoplasma pneumoniae,mycoplasma pneumoniae,bacteria/rickettsia,1,0,1,NA,0,NA,mycoplasma pneumoinae infection,respiratory,0,0,NA,0,NA,0,,
mycoplasma sp.,mycoplasma sp.,bacteria/rickettsia,1,1,1,1,1,1,laryngotracheobronchitis,respiratory,0,0,NA,0,NA,1,NA,NA
nanophyetus salmincola,nanophyetus salmincola,helminth,1,0,1,1,1,1,nanophyetiasis,food,1,0,NA,0,NA,1,,
necator americanus,necator americanus,helminth,1,1,1,1,1,1,hookworm,"environmental, direct",1,0,NA,0,NA,1,NA,NA
neisseria elongata,neisseria elongata,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
neisseria flavescens,neisseria elongata,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
neisseria mucosa,neisseria mucosa,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,,
neisseria sp.,neisseria sp.,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
nematodirus abnormalis,nematodirus abnormalis,helminth,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
neodiplostomum sp.,neodiplostomum sp.,helminth,1,0,1,1,1,1,echinostomiasis,"food, water",1,0,NA,0,NA,1,,
nocardia asteroides,nocardia asteroides,bacteria/rickettsia,1,1,1,1,1,1,"mycetoma, nocardiosis",environment,0,0,NA,0,NA,1,"Eastern Asia, Southern Europe","CN,ES"
nocardia sp.,nocardia sp.,bacteria/rickettsia,1,1,1,1,1,1,nocardiosis,environment,0,0,NA,0,NA,1,NA,NA
ochrobactrum anthropi,ochrobactrum anthropi,bacteria/rickettsia,1,1,1,1,0,1,orbital and eye infection,"endogenous, trauma",0,0,NA,0,NA,0,NA,NA
oesophagostomum aculeatum,oesophagostomum aculeatum,helminth,1,0,1,1,1,1,oesophagostomiasis,"water, fecal-oral, environment",1,0,NA,0,NA,1,NA,NA
oesophagostomum bifurcum,oesophagostomum bifurcum,helminth,1,1,1,1,1,1,oesophagostomiasis,"water, fecal-oral, environment",1,0,NA,0,NA,1,NA,NA
oesophagostomum stephanostomum,oesophagostomum stephanostomum,helminth,1,0,1,1,1,1,oesophagostomiasis,"water, fecal-oral, environment",1,0,NA,0,NA,1,NA,NA
onchocerca dewittei,onchocerca dewittei,helminth,1,1,1,1,1,1,onchocerciasis (zoonotic),vector,1,1,blackfly (simulium),0,NA,0,NA,NA
onchocerca volvulus,onchocerca volvulus,helminth,1,1,1,1,1,1,onchocerciasis,vector,1,1,blackfly (Simulium spp.),0,NA,1,"Northern Africa, Eastern Africa, Middle Africa, Western Africa, Central America, South America, Western Asia, Southern Europe","SD,BR,MX,YE,IT,BF,ML,EC,ET,BJ,SS,UG,CM,NG,GT,TG"
opisthorchis felineus,opisthorchis felineus,helminth,1,1,1,1,1,1,opisthorchiasis,"food, water",1,1,NA,1,opisthorchiasis,1,NA,NA
opisthorchis sp.,opisthorchis sp.,helminth,1,0,1,1,1,1,opisthorchiasis,"food, water",1,1,NA,1,opisthorchiasis,1,NA,NA
orf,orf,virus,1,1,1,1,1,1,orf,"direct, fluids, environment",1,0,NA,0,NA,1,South America,
ostertagia ostertagi,ostertagia ostertagi,helminth,1,1,1,1,1,1,trichostrongyliasis,"food, water, direct, environment",1,0,NA,0,NA,1,NA,NA
paenibacillus alvei,paenibacillus alvei,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
pantoea agglomerans,pantoea agglomerans,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
paragonimus africanus,paragonimus africanus,helminth,1,0,1,1,1,1,paragonimiasis,food,1,0,NA,0,NA,1,,
paragonimus ohirai,paragonimus ohirai,helminth,1,0,1,1,1,1,paragonimiasis,food,1,0,NA,0,NA,1,,
parainfluenza virus 5,parainfluenza virus 5,virus,1,1,1,1,0,1,parainfluenza virus infection,airborne,0,0,NA,0,NA,0,NA,NA
parascaris equorum,parascaris equorum,helminth,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
pasteurella canis,pasteurella canis,bacteria/rickettsia,1,1,1,1,1,1,animal-bite associated bacterial infection,direct (bite),1,0,NA,0,NA,1,"Eastern Europe, Northern Europe","PL,NO"
pasteurella multocida,pasteurella multocida,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
pasteurella sp.,pasteurella sp.,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
pelodera strongyloides,pelodera strongyloides,helminth,1,0,1,1,1,1,cutaneous larva migrans,"environment, direct",1,0,NA,0,NA,1,,
pentatrichomonas hominis,pentatrichomonas hominis,helminth,1,0,1,1,1,1,trichomoniasis,sexual,0,0,NA,0,NA,1,NA,NA
phocanema decipiens,phocanema decipiens,helminth,1,0,1,1,1,1,anisakiasis,food,1,0,NA,0,NA,0,,
photobacterium damselae,photobacterium damselae,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,"Central America, Northern America, Eastern Asia, South-eastern Asia, Southern Europe","MX,MY,GR,ES,CN,JP,TW,US,IT"
physaloptera caucasia,physaloptera caucasia,helminth,1,0,1,1,1,1,gnathostomiasis,"food, water, direct",1,0,NA,0,NA,1,NA,NA
plasmodium falciparum,plasmodium falciparum,protozoa,1,1,1,1,0,1,malaria,vector,0,1,mosquito (anopheles),1,malaria,0,NA,NA
