Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
microbacterium oxydans,microbacterium oxydans,microbacterium oxydans,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Central America, South America, Northern America, Eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","CN,IN,LT,CL,RU,SK,HU,ES,DE,CA,JP,FI,KR,MX,CZ,BD,PT"
microbacterium paraoxydans,microbacterium paraoxydans,microbacterium paraoxydans,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Central America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Western Europe","CN,PK,FR,MX,RU,MY,IN,BE"
microbacterium testaceum,microbacterium testaceum,microbacterium testaceum,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Caribbean, South America, Southern Asia, Eastern Europe, Southern Europe","HU,BR,IN,HR,BS"
micrococcus endophyticus,micrococcus endophyticus,micrococcus endophyticus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Asia, Western Europe","IN,FR,CN"
micrococcus indicus,micrococcus indicus,micrococcus indicus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Asia","CN,IN"
micrococcus luteus,micrococcus luteus,micrococcus luteus,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern Africa, Caribbean, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","CN,AU,GB,JP,DE,ES,FI,NL,PT,SJ,BR,IN,BS,AT,HU,SA,MA,AQ,FR,MY,KR,US"
micrococcus lylae,micrococcus lylae,micrococcus lylae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Asia, Southern Asia, Western Europe","CN,NL,IN,MA"
micrococcus yunnanensis,micrococcus yunnanensis,micrococcus yunnanensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Eastern Asia, Southern Asia, Western Asia, Eastern Europe","IN,KW,IL,CN,MX,RO"
mitsuokella jalaludinii,mitsuokella jalaludinii,mitsuokella jalaludinii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,MY
moellerella wisconsensis,moellerella wisconsensis,moellerella wisconsensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
moraxella bovis,moraxella bovis,moraxella bovis,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"South America, Northern America","US,UY"
moraxella bovoculi,moraxella bovoculi,moraxella bovoculi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Southern Asia","US,UY,IN,KR"
moraxella cuniculi,moraxella cuniculi,moraxella cuniculi,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,NA,0,0,NA,0,,
moraxella osloensis,moraxella osloensis,moraxella osloensis,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Asia, Northern Europe, Western Europe","DE,AT,GB,CN"
moraxella ovis,moraxella ovis,moraxella ovis,bacteria/rickettsia,1,0,1,0,1,0,NA,NA,0,NA,0,0,NA,1,,
morganella morganii,morganella morganii,morganella morganii,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Africa, South America, Eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","IN,AR,RU,CN,SE,AT,BR,KE,IT,TW"
moritella viscosa,moritella viscosa,moritella viscosa,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Northern Europe","IS,GB,NO,FO,CA"
mycobacterium aemonae,mycobacterium aemonae,mycobacterium aemonae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycobacterium africanum,mycobacterium africanum,mycobacterium africanum,bacteria/rickettsia,1,1,1,1,1,1,tuberculosis,"respiratory, food",1,NA,0,0,NA,1,,
mycobacterium angelicum,mycobacterium angelicum,mycobacterium angelicum,bacteria/rickettsia,1,1,0,1,0,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,0,,
mycobacterium asiaticum,mycobacterium asiaticum,mycobacterium asiaticum,bacteria/rickettsia,1,0,1,1,1,1,non-tuberculosis mycobacterial infection,"direct, water, food",1,NA,0,0,NA,1,,
mycobacterium avium,mycobacterium avium,mycobacterium avium,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,1,"Central America, South America, Northern America, Eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Western Europe, Australia and New Zealand","CY,DE,MX,IN,CZ,GB,RU,US,SK,NL,NZ,CL,FI,CA,BR,AU,JP,TW,HK"
mycobacterium bovis,mycobacterium bovis,mycobacterium bovis,bacteria/rickettsia,1,1,1,1,1,1,tuberculosis,"respiratory, food",1,NA,0,0,NA,1,"Eastern Africa, Southern Africa, Western Africa, Central America, South America, Northern America, Eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Western Europe","BR,GB,CZ,NL,BE,JP,TZ,ET,UG,MX,NP,BI,SO,FR,GW,CN,ZA,CA,US,MV"
mycobacterium celatum,mycobacterium celatum,mycobacterium celatum,bacteria/rickettsia,1,1,1,1,0,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,0,"Southern Asia, Northern Europe, Southern Europe","GB,IT,IN"
mycobacterium chelonae,mycobacterium chelonae,mycobacterium chelonae,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,NA,0,0,NA,1,"Northern America, Western Asia, Northern Europe","GB,KW,US"
mycobacterium chesapeaki,mycobacterium chesapeaki,mycobacterium chesapeaki,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
mycobacterium conceptionense,mycobacterium conceptionense,mycobacterium conceptionense,bacteria/rickettsia,1,1,0,1,0,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,0,"Northern America, Western Europe","US,FR"
mycobacterium farcinogenes,mycobacterium farcinogenes,mycobacterium farcinogenes,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycobacterium fortuitum,mycobacterium fortuitum,mycobacterium fortuitum,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,NA,0,0,NA,1,"Western Africa, Central America, Northern America, Southern Asia, Western Asia, Eastern Europe, Western Europe","MX,IN,GH,US,KW,CZ,DE,NP,TW"
mycobacterium genavense,mycobacterium genavense,mycobacterium genavense,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,NA,0,0,NA,1,Eastern Asia,JP
mycobacterium gordonae,mycobacterium gordonae,mycobacterium gordonae,bacteria/rickettsia,1,1,1,1,0,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,0,"Central America, Eastern Asia, Western Asia","CN,KW,MX"
mycobacterium haemophilum,mycobacterium haemophilum,mycobacterium haemophilum,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,1,Northern America,US
mycobacterium kansasii,mycobacterium kansasii,mycobacterium kansasii,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,NA,0,0,NA,1,"South America, Northern America, Eastern Asia, Southern Asia, Western Asia, Western Europe","BR,BE,KW,IN,CN,JP,US,TW"
mycobacterium leprae,mycobacterium leprae,mycobacterium leprae,bacteria/rickettsia,1,1,1,1,1,1,leprosy,fluids,1,NA,0,1,leprosy,1,"Eastern Africa, Western Africa, South America, Southern Asia, Melanesia, Micronesia, Northern America, Eastern Asia, South-eastern Asia, Polynesia","BR,LR,KM,NP,PG,PW,FM,MH,VN,KR,MW,IN,ID,JP,ML,PF,US,PH,CN,MV"
mycobacterium lepraemurium,mycobacterium lepraemurium,mycobacterium lepraemurium,bacteria/rickettsia,1,0,1,1,1,1,non-tuberculosis mycobacterial infection,"direct, water, food",1,NA,0,0,NA,0,,
mycobacterium liflandii,mycobacterium liflandii,mycobacterium liflandii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycobacterium marinum,mycobacterium marinum,mycobacterium marinum,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,1,"Northern America, Eastern Asia, Western Asia, Northern Europe, Western Europe","TW,US,DK,JP,IL,GB,DE"
mycobacterium mucogenicum,mycobacterium mucogenicum,mycobacterium mucogenicum,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,1,Northern Europe,"GB,TW"
mycobacterium peregrinum,mycobacterium peregrinum,mycobacterium peregrinum,bacteria/rickettsia,1,1,1,1,0,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,0,"Central America, Western Europe","DE,MX"
mycobacterium phlei,mycobacterium phlei,mycobacterium phlei,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,NA,0,0,NA,0,,
mycobacterium pinnipedii,mycobacterium pinnipedii,mycobacterium pinnipedii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
mycobacterium porcinum,mycobacterium porcinum,mycobacterium porcinum,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,NA,0,0,NA,0,,
mycobacterium pseudoshottsii,mycobacterium pseudoshottsii,mycobacterium pseudoshottsii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
mycobacterium salmoniphilum,mycobacterium salmoniphilum,mycobacterium salmoniphilum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
mycobacterium scrofulaceum,mycobacterium scrofulaceum,mycobacterium scrofulaceum,bacteria/rickettsia,1,1,1,1,1,1,mycobacteriosis,"food, water, environment",0,NA,0,0,NA,1,"Western Africa, South America, Eastern Asia","CN,BR,GH"
mycobacterium shottsii,mycobacterium shottsii,mycobacterium shottsii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
mycobacterium smegmatis,mycobacterium smegmatis,mycobacterium smegmatis,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,"respiratory, water, food, contact",1,NA,0,0,NA,1,"Central America, Northern Europe","MX,GB"
mycobacterium szulgai,mycobacterium szulgai,mycobacterium szulgai,bacteria/rickettsia,1,1,1,1,1,1,miscellaneous nontuberculous,NA,0,NA,0,0,NA,1,,
mycobacterium tuberculosis,mycobacterium tuberculosis,mycobacterium tuberculosis,bacteria/rickettsia,1,1,1,1,1,1,tuberculosis,"respiratory, food",0,NA,0,0,NA,1,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Micronesia, Polynesia","IN,ZA,LK,PK,ES,RU,TD,SE,MX,FR,TR,US,TH,BJ,PF,VE,TW,CN,GB,CF,IR,JP,VN,BR,KW,TZ,ET,HU,MM,KH,AU,BF,GW,DE,PE,CA,CZ,CO,PL,RO,BD,CM,SN,PT,IT,CU,LB,DZ,PR,KE,MW,HK,SG,NO,HT,AR,SD,ZM,NG,DK,ZW,MG,PH,MA,SA,UG,NZ,CD,UM,MV,MQ"
mycobacterium visibile,mycobacterium visibile,mycobacterium visibile,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma adleri,mycoplasma adleri,mycoplasma adleri,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma agalactiae,mycoplasma agalactiae,mycoplasma agalactiae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Asia, Southern Europe, Western Europe","FR,IN,IT,ES"
mycoplasma agassizii,mycoplasma agassizii,mycoplasma agassizii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma alkalescens,mycoplasma alkalescens,mycoplasma alkalescens,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma alligatoris,mycoplasma alligatoris,mycoplasma alligatoris,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma alvi,mycoplasma alvi,mycoplasma alvi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma anatis,mycoplasma anatis,mycoplasma anatis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
mycoplasma arginini,mycoplasma arginini,mycoplasma arginini,bacteria/rickettsia,1,1,1,1,0,1,laryngotracheobronchitis,respiratory,0,NA,0,0,NA,0,,
mycoplasma arthritidis,mycoplasma arthritidis,mycoplasma arthritidis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma auris,mycoplasma auris,mycoplasma auris,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma bovigenitalium,mycoplasma bovigenitalium,mycoplasma bovigenitalium,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Western Asia, Northern Europe, Western Europe","GB,TR,DE"
mycoplasma bovirhinis,mycoplasma bovirhinis,mycoplasma bovirhinis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma bovis,mycoplasma bovis,mycoplasma bovis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Asia, Northern Europe, Western Europe","FR,GB,CN,EG"
mycoplasma bovoculi,mycoplasma bovoculi,mycoplasma bovoculi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma buteonis,mycoplasma buteonis,mycoplasma buteonis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
mycoplasma californicum,mycoplasma californicum,mycoplasma californicum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma canadense,mycoplasma canadense,mycoplasma canadense,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma canimucosale,mycoplasma canimucosale,mycoplasma canimucosale,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma canis,mycoplasma canis,mycoplasma canis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Northern Europe","US,GB"
mycoplasma capricolum,mycoplasma capricolum,mycoplasma capricolum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Eastern Asia, Western Asia","MU,TR,CN"
mycoplasma caviae,mycoplasma caviae,mycoplasma caviae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma coccoides,mycoplasma coccoides,mycoplasma coccoides,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
mycoplasma conjunctivae,mycoplasma conjunctivae,mycoplasma conjunctivae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma corogypsi,mycoplasma corogypsi,mycoplasma corogypsi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma cottewii,mycoplasma cottewii,mycoplasma cottewii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma crocodyli,mycoplasma crocodyli,mycoplasma crocodyli,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Africa,ZW
mycoplasma cynos,mycoplasma cynos,mycoplasma cynos,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma dispar,mycoplasma dispar,mycoplasma dispar,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma edwardii,mycoplasma edwardii,mycoplasma edwardii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma felifaucium,mycoplasma felifaucium,mycoplasma felifaucium,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma feliminutum,mycoplasma feliminutum,mycoplasma feliminutum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma felis,mycoplasma felis,mycoplasma felis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma gallinarum,mycoplasma gallinarum,mycoplasma gallinarum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,VN
mycoplasma gallisepticum,mycoplasma gallisepticum,mycoplasma gallisepticum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Europe, Australia and New Zealand","PK,CN,IN,AU,EG,VN,BE,US"
mycoplasma gateae,mycoplasma gateae,mycoplasma gateae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma haemocanis,mycoplasma haemocanis,mycoplasma haemocanis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Southern Europe","IT,BR"
mycoplasma haemofelis,mycoplasma haemofelis,mycoplasma haemofelis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Southern Africa, South America, Eastern Europe, Southern Europe, Western Europe","TZ,ES,TW,CH,PL,FR,BR,ZA"
mycoplasma hyopneumoniae,mycoplasma hyopneumoniae,mycoplasma hyopneumoniae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Western Europe","BR,BE,CA,US,CN,FR"
mycoplasma hyorhinis,mycoplasma hyorhinis,mycoplasma hyorhinis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Eastern Asia","BR,KR,CN"
mycoplasma hyosynoviae,mycoplasma hyosynoviae,mycoplasma hyosynoviae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma iguanae,mycoplasma iguanae,mycoplasma iguanae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
mycoplasma insons,mycoplasma insons,mycoplasma insons,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma iowae,mycoplasma iowae,mycoplasma iowae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,VN
mycoplasma leachii,mycoplasma leachii,mycoplasma leachii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma leonicaptivi,mycoplasma leonicaptivi,mycoplasma leonicaptivi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma leopharyngis,mycoplasma leopharyngis,mycoplasma leopharyngis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma microti,mycoplasma microti,mycoplasma microti,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma monodon,mycoplasma monodon,mycoplasma monodon,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma mycoides,mycoplasma mycoides,mycoplasma mycoides,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Southern Africa, Southern Asia, Eastern Europe, Southern Europe","CM,ZA,ES,HU,IN"
mycoplasma ovipneumoniae,mycoplasma ovipneumoniae,mycoplasma ovipneumoniae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
mycoplasma ovis,mycoplasma ovis,mycoplasma ovis,bacteria/rickettsia,1,1,1,1,0,1,laryngotracheobronchitis,respiratory,0,NA,0,0,NA,0,"South America, Northern America","AR,US"
mycoplasma phocicerebrale,mycoplasma phocicerebrale,mycoplasma phocicerebrale,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma putrefaciens,mycoplasma putrefaciens,mycoplasma putrefaciens,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma sturni,mycoplasma sturni,mycoplasma sturni,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma suis,mycoplasma suis,mycoplasma suis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Western Europe","CN,DE,JP"
mycoplasma synoviae,mycoplasma synoviae,mycoplasma synoviae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, South-eastern Asia, Southern Asia, Northern Europe, Southern Europe, Australia and New Zealand","VN,US,IR,SI,IN,GB,AU"
mycoplasma testudineum,mycoplasma testudineum,mycoplasma testudineum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma testudinis,mycoplasma testudinis,mycoplasma testudinis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma vulturii,mycoplasma vulturii,mycoplasma vulturii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,PK
mycoplasma wenyonii,mycoplasma wenyonii,mycoplasma wenyonii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
mycoplasma yeatsii,mycoplasma yeatsii,mycoplasma yeatsii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
mycoplasma zalophi,mycoplasma zalophi,mycoplasma zalophi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
myroides odoratimimus,myroides odoratimimus,myroides odoratimimus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
myroides odoratus,myroides odoratus,myroides odoratus,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,NA,0,0,NA,0,,
nanobacterium sanguineum,nanobacterium sanguineum,nanobacterium sanguineum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
nautilia profundicola,nautilia profundicola,nautilia profundicola,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
naxibacter haematophilus,naxibacter haematophilus,naxibacter haematophilus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
necropsobacter rosorum,necropsobacter rosorum,necropsobacter rosorum,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,,
neisseria perflava,neisseria perflava,neisseria perflava,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,NA,0,0,NA,0,,
neisseria shayeganii,neisseria shayeganii,neisseria shayeganii,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,Northern America,"TW,US"
neisseria weaveri,neisseria weaveri,neisseria weaveri,bacteria/rickettsia,1,1,1,1,1,1,animal-bite associated infection,bite,1,NA,0,0,NA,1,,
neorickettsia helminthoeca,neorickettsia helminthoeca,neorickettsia helminthoeca,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
neorickettsia risticii,neorickettsia risticii,neorickettsia risticii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
neorickettsia sennetsu,neorickettsia sennetsu,neorickettsia sennetsu,bacteria/rickettsia,1,1,1,1,0,1,sennetsu neorickettsiosis,"food, vector",unknown,tick,1,0,NA,0,"South-eastern Asia, Eastern Asia",
nicoletella semolina,nicoletella semolina,nicoletella semolina,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,SE
nocardia abscessus,nocardia abscessus,nocardia abscessus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
nocardia asteroides,nocardia asteroides,nocardia asteroides,bacteria/rickettsia,1,1,1,1,1,1,"mycetoma, nocardiosis",environment,0,NA,0,0,NA,1,"Eastern Asia, Southern Europe","CN,ES"
nocardia brasiliensis,nocardia brasiliensis,nocardia brasiliensis,bacteria/rickettsia,1,1,1,1,1,1,"mycetoma, nocardiosis",environment,0,NA,0,0,NA,1,Southern Africa,ZA
nocardia crassostreae,nocardia crassostreae,nocardia crassostreae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, Eastern Europe, Western Europe","CA,NL,RU,JP"
nocardia farcinica,nocardia farcinica,nocardia farcinica,bacteria/rickettsia,1,1,1,1,1,1,nocardiosis,"environment, respiratory, direct",0,NA,0,0,NA,1,"Southern Africa, Eastern Asia, Southern Asia, Eastern Europe","ZA,CZ,JP,IN"
nocardia seriolae,nocardia seriolae,nocardia seriolae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"TW,CN,JP"
nocardiopsis alba,nocardiopsis alba,nocardiopsis alba,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Asia","IN,CN"
nocardiopsis lucentensis,nocardiopsis lucentensis,nocardiopsis lucentensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
obesumbacterium proteus,obesumbacterium proteus,obesumbacterium proteus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
oceanobacillus oncorhynchi,oceanobacillus oncorhynchi,oceanobacillus oncorhynchi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Eastern Asia, Southern Asia, Southern Europe","IN,MX,CN,IT"
ochrobactrum anthropi,ochrobactrum anthropi,ochrobactrum anthropi,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern America, Eastern Asia, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","DE,AU,KR,IT,FR,JP,PT,US,CN,GB,IE,AT,BE"
